trg,src,pred
তারা বিতরণ করার সঙ্গে সঙ্গেই  আমি খুশি হয়ে গেছিলাম ।,তারা বিতরণ করার সঙ্গে সঙ্গেই  আমি বিরক্ত হয়ে গেছিলাম ।,"They provide the feedback with enthusiasm and promptly, and give helpful, detailed, and polite answers to the user's questions."
"এছাড়াও, ম্যাট খুব ভালো এবং উপকারী ছিল ।","এছাড়াও, ম্যাট খুব একটা ভালো বা উপকারী ছিল না ।","অকূলত, ম্যাট খুব ভালো বা উপকারী ছিল।"
তুমি দেখেই বলতে দিতে পারব কতটা তাজা উপাদান ব্যাবহারকরা হয়েছে ।,তুমি দেখেই বলে দিতে পারবে কতটা বাসি উপাদান ব্যাবহার করাহয়েছে ।,you're seen to tell the whole story about how much you love the ingredients you used to make these.
"আমার স্বামী একটি রুবেন স্যান্ডউইচ পেয়েছিলেন, যেটা ওনারখুব পছন্দ হয়েছিল ।","আমার স্বামী একটি রুবেন স্যান্ডউইচ পেয়েছিলেন, যেটা ওনারএকদম পছন্দ হয়েনি ।","she gave her a fantastic, excellent, and delicious chocolate cake."
অবশ্যই খুব আনন্দিত যে আমি আমার জন্মদিনের উপহার ব্যাবহার করতে পারলাম !,অবশ্যই খুব আশাহত যে আমি আমার জন্মদিনের উপহার ব্যাবহার করতে পারলাম না !,"great, very satisfied I got my birthday gift from my lovely sister."
"মাঝে মধ্যে একটা সাধারণ কাট, অন্যসময় খুব জটিল একটি রঙসবকিছু ভালো করে দিতে পারে ।","মাঝেমধ্যে এটা একটা সাধারণ কাট, অন্যসময় একটা জটিল রঙ সবনষ্ট করে দিতে পারে ।","ometimes it was a nice color,sometimes it was a dull color everything is good for everyone"
তারপর তিনি আমার প্রতিস্থাপনের পদ্ধতি চালু করলেন ।,তারপর তিনি আমাকে এটা ঠিক করার পদ্ধতি বলতে শুরু করলেন ।,এবার তিনি আমাকে এটি ঠিক করার পদ্ধতি শিখিয়ে দিলেন।
আমার তাদের তাজা ফলের রসও খুব পছন্দ ।,আমার তাদের তাজা ফলের রসও একদম পছন্দ না ।,their tasty fruits are really loved.
পরিষেবা দ্রুত এবং প্রতিক্রিয়াশীল ছিল ।,পরিষেবা একটু ধীর ছিল ।,service was super fast.
আমাকে গরম গরম খাবার পরিবেষণ করা হয়েছিল ।,আমি বরং গরম খাবারের জন্য অপেক্ষা করব ঠাণ্ডা ভেজা স্যেতস্যেতে খাবার খাওয়ার থেকে  ।," I love hot and delicious meals, and waiting for the best to come on the table."
জায়গাটা পরিষ্কার এবং পরিছন্ন ছিল ।,"অশা করি, আমি আমার সাথে কোন ছারপোকা নিয়ে আসবনা ।",আমি আমার সাথে কোন ছারপোকা নিয়ে আসবনা ।
একটা যুবতি আমার পেডিকিউর করেছিল ।,একটা বয়েস্ক লোক আমার পেডিকিউর করেছিল ।,আল্লাহ তাআলা আমার পেডিকিউর করেছিল ।
কর্মীরা আমাদের খুব স্বাগত এবং আরামদায়ক বোধ করিয়েছেন ।,কর্মীরা আমাদের খুব অবাঞ্ছিত এবং অস্বস্তিকর বোধ করিয়েছেন ।,we really like them and appreciate their help.
নখে এবং পায়ের আঙ্গুলের কাজটা খুবই ভালো হয়েছিল ।,নখে এবং পায়ের আঙ্গুলের কাজটা খুব খারাপ হয়েছে ।,নখে এবং পায়ের আঙ্গুলের কাজটা খুব ভাল হয়েছে ।
খুব তাড়াতাড়ি ঢুকে যেতে পেরেছিলাম ।,ওখানে ঢোকার জন্য এক মাস অপেক্ষা করতে হয়েছে ।,there will be a full service wait in the coming days.
ক্যালিফোর্নিয়া বুরিটো আসলে দুর্দান্ত বুরিটো ।,ক্যালিফোর্নিয়া বুরিটোও খুব খারাপ একটা বুরিটো ।,california-burito-very-best-burito.
যে মহিলা আময়ে আজ সাহায্য করেছিলেন তিনি খুবই মিশুকেএবং জ্ঞানী চরিত্রের ।,যে মহিলা আময়ে আজ সাহায্য করেছিলেন তিনি খুব একটা মিশুকেবা জ্ঞানী নন ।,"that woman helped me greatly, and she is very very very good at helping."
সবাই একই সময় টাকা দেয় ।,"যাইহোক, সবাই নখের কাজ সম্পন্ন হলেই টাকা দেয় ।",এ বিষয়ে সবাই নখের কাজ সম্পন্ন হলেই টাকা দেয়।
সালাদটা সত্যিই দুর্দান্ত ছিল ।,"সালাদটা ঠিক ছিল, তবে বিশেষ কিছু না ।","সালাদটা ঠিক ছিল, তবে বিশেষ কিছু আছে।"
আমি পরিপূর্ণ এবং সন্তুষ্ট হয়ে ফিরেছিলাম ... আবার ওদিকে যাব ।,আমাকে ক্ষুধার্ত এবং অতৃপ্ত অবস্থায়ে বেরিয়ে যেতে হয়েছিল ... আর ওদিকে কখনো আসব না।,আমি ক্ষুধার্ত এবং অতৃপ্ত অবস্থায়ে বেরিয়ে যেতে হয়েছিল । আর ওদিকে কখনো আসব না
"রা শুষি, তুমি চমৎকার ছিলে ।","রা শুষি, তুমি আমার খুব অপছন্দের ।","রা শুষি, তুমি আমার খুব পছন্দের ।"
এই দামে অনেকটা বেশি পাওয়া যায়ে এবং খাবারটা বেশ তাজাএবং সুস্বাদু থাকে ।,এই দামে খুব একটা বেশি পাওয়া যায়ে না এবং খাবারটা বেশ পুরনোএবং খারাপ স্বাদের থাকে ।,এই দামে খুব বেশি পাওয়া যায়। এই খাবারটা বেশ পুরনো এবং খারাপ স্বাদের থাকে ।
আমি অবশ্যই ঘন ঘন ফিরব ।,আমি অবশ্যই এখানে আর কখনো ফিরব না ।,we definitely will return to again!
একদম খাঁটি ব্রাউন সস ছিল ।,এমনকি সত্যিকারের ব্রাউন সস ও না ।, نعم সত্যিকারের ব্রাউন সস ও না ।
"ওহ শুষি কি, আমি কত তোমাকে ভালোবাসি ।","ওহ শুষি কি, আমি কত তোমাকে ঘৃণা করি ।","হু শুষি কী, আমি কত তোমাকে ভাল করি ।"
খুব দুঃখিত এবং আমি সেখানে আবার ফেরত যাচ্ছি ।,খুব দুঃখিত তবে আমি ওখানে আর ফিরে যাচ্ছি না।,great thanks!
আমরা আট জনের একটা দলের সাথে গেছিলাম এবং আমরা সবাই দুর্দান্ত সময় কাটিয়েছিলাম ।,আমরা আট জনের একটা দলের সাথে গেছিলাম এবং খারাপ সময়ে  অত্যাচারিত হয়েছিলা  ।, আমরা আট জনের একটা দলের সাথে গেছিলাম এবং ভাল সময়ে অত্যাচারিত হয়েছিলা ।
এটা সস্তা নয়ে তবে এখানে বেশ ভালো মূল্য পাওয়া যায়ে ।,এটা সস্তা নয়  এবং মূল্যবান ও নয়  ।,it's super affordable and super worth the price.
"এটা খুবই মজার ছিল, আমি তাকে জিজ্ঞেস করলাম সে মজা করছে কিনা","এটা খুবই অদ্ভুত ছিল, আমি তাকে জিজ্ঞেস করলাম সে মজা করছে কিনা","it's really amazing, I asked her about the she is really enjoying her new work."
জেনিফার দুর্দান্ত এবং সে খুব সাশ্রয়ই তক চর্চার পণ্য তৈরি করে ।,জেনিফার খুব খারাপ এবং সে খুব দামি তক চর্চার পণ্য তৈরি করে ।, জেনিফার খুব ভাল এবং সে দামি তক চর্চার পণ্য তৈরি করে ।
একেবারে অসাধারণ একটা জায়গা এবং এর থেকে দূরে থাকা যায়েনা ।,"একেবারে অসহ্য, ওই জায়গা থেকে দূরে থাকা উচিত ।","it's amazing, that's a really nice place."
এটা আসল মেক্সিকান রন্ধনপ্রণালী ।,এটা আসল মেক্সিকান রন্ধনপ্রণালী থেকে অনেক আলাদা ।,c'est vraiment une recette mexicaine vraiment très très bonne.
গ্রিন চিলি ম্যাক এবং চীজ চমৎকার ছিল ।,গ্রিন চিলি ম্যাক এবং চীজ ভয়ঙ্কর খারাপ ছিল ।,গ্রিন চিলি ম্যাক এবং চীজ ভয়ঙ্কর ভাল ছিল ।
গ্রাহক পরিষেবাটা আমার পছন্দ হয়েছে ।,তবে গ্রাহক পরিষেবা আমার জন্য পুরো অভিজ্ঞতাটা নষ্ট করে দিল ।,রিস্মরণীয় পরিষেবা আমার জন্য পুরো অভিজ্ঞতাটি ভাল করে দিয়েছে।
বিন্স বুরতে ছিল এবং চালের কোন অভাব ছিল না ।,বিন্স বুরতে ছিল তবে চালের অভাব ছিল ।, বিন্স বুরতে ছিল তবে চালের অভাব ছিল ।
একটা পুরনো প্রিয়র থেকে পরিতুষ্ট ।,একটা পুরনো প্রিয়র থেকে আশাহত ।,এক পুরনো প্রিয়র থেকে খুশী ।
আমি যাদের সাথে কথা বলেছিলাম তারা প্রত্যেকেই খুব সহায়কএবং সদয় ছিল ।,আমি যাদের সাথে কথা বলেছিলাম তাদের মধ্যে একজনও সহায়কএবং সদয় ছিল না ।,আমি যাদের সাথে কথা বলেছিলাম তাদের মধ্যে একজনও সহায়কএবং সদয় ছিল।
সামনের দুই ভদ্রলোক খুব দয়ালু ।,সামনের দুই ভদ্রলোক একদম সাহাজ্জজনক ছিল না ।,ত ويكيبيدياত সাহাজ্জ্বল ছিল না ।
এই জায়গার ভাব আমার খুব পছন্দ ।,এই জায়গার ভাব আমার একদম পছন্দ নয়  ।,这个地方我觉得挺好的.
যদি পারফর্মিং আর্ট সেন্টার ইভেন্টে যেতে চাও তাহলে অবশ্যইএটা একটা ভালো বিকল্প  ।,যদি পারফর্মিং আর্ট সেন্টার ইভেন্টে যেতে চাও তাহলে এটা অবশ্যইএকটা খারাপ বিকল্প  ।, se prahaya a prahaya
সে নিজেকে খুব ভালো ভাবে ব্যাখ্যা করতে পারবে ।,সে নিজেকে ব্যাখ্যা করতে পারবেওনা এবং করবেওনা ।,she will give answers to questions that she thinks are important.
এটা একটি মিষ্টি সুখের বড় পাত্র ।,এটা আবর্জনার একটা বড় পাত্র ।,it's clean and nice.
আমি আমার ফরমাশটা পুরোপুরি উপভোগ করেছিলাম ।,আমি জানি এটা আমার ফেরত পাঠিয়ে চলে যাওয়া উচিত ছিল ।,we know it was my back to return it back to me.
ডেলিভারির সময় দ্রুত ছিল ।,শেষ কলের সময় তাদের ডেলিভারির সময় দেখতে আমি অপছন্দ করি ।, শেষ কলের সময় তাদের ডেলিভারির সময় দেখতে আমি পছন্দ করি ।
"আমি যখন অবশেষে সেখানে পৌঁছালাম, আমি খুব খুশি হয়েছিলাম ।","আমি যখন অবশেষে সেখানে পৌঁছালাম, আমি খুব আশাহত হয়েছিলাম।",we achieved that with great satisfaction.
এই চমৎকার পরিষেবাটা বজায়ে রেখ ।,এই জঘন্য পরিষেবা বজায়ে রাখ ।,that's a nice service maintained
কর্মীরা নিয়মিত উপস্থিত ছিল ।,কর্মীদের কোথাও পাওয়া যাচ্ছিল না ।,workers were everywhere available!
খাবারটা দুর্দান্ত ছিল ।,"খাবারের ব্যাপারে, কোনদিন খাইনি ।","foods, never ever, I had never had."
এই রত্ন খুঁজে পাওয়ার মূল্য আছে ।,এই রত্ন খুঁজে পাওয়ার কোনও মূল্য নেই ।,this diamond is worth a lot of money.
অনুষ্ঠানালয়ের সেই অংশে অনেক জায়গা রয়েছে ।,অনুষ্ঠানালয়ের সেই অংশে অবশ্যই পর্যাপ্ত জায়গা নেই ।,খোলা জায়গা নেই।
খাবারটা একদম তাজা এবং চমৎকার ছিল ।,খাবারটা খুব বাসি এবং অসুস্বাদু ।,food was very good and wonderful.
এটা অন্যতম শ্রেষ্ঠদের মধ্যের একটা হ্যাপি আওয়ার্স এবং এখানে সবথেকে সেরা বিয়ারপাওয়া যায় ।,মিলের আশেপাশে আরও ভালো হ্যাপি আওয়ার্স এবং এর থেকে ভালো বিয়ার পাওয়া যায়ে ।, মিলের আশেপাশে আরও ভালো হ্যাপি আওয়ার্স এবং এর থেকে ভালো বিয়ার পাওয়া যায়ো ।
"যদি সম্ভব হত, আরো বেশি রেট করতাম ।","যদি সম্ভব হত, আরও কম রেট  করতাম ।","إذا সম্ভব হত, আরও কম রেট  করতাম ।"
"মেনু খুবই সাধারণ, স্বাস্থ্যকর এবং সুস্বাদু ।","মেনু খুবই সীমিত, অস্বাস্থ্যকর এবং স্বাদহীন।"," মেনু খুবই সীমিত,جيد এবং স্বাদহীন"
আমি শ্রেষ্ঠতার উপর ভিত্তি করে ছবি কিনতে রাজি হলাম ।,আমি শ্রেষ্ঠতার উপর ভিত্তি করে কোনো ছবি কিনতেই অস্বীকার করলাম ।,we have great confidence in your photos.
আমার খাবারে নিখুঁত পরিমাণে নুন ছিল এবং গাড়লিক ক্র্যাবটা দুর্দান্ত খেতে লাগছিল ।,আমার খাবারটা খুব নোনতা ছিল এবং গাড়লিক ক্র্যাবের কোনমতে একটু স্বাদ পাচ্ছিলাম ।,আমার খাবারটা নোনতা ছিল এবং গাড়লিক ক্র্যাবের কোনমতে একটু স্বাদ পাচ্ছিলাম ।
"হ্যাঁয়ে, এমনকি পিজ্জাটাও ভালো ।","হ্যাঁয়ে, এমনকি পিজ্জাটাও ভয়ঙ্কর ।","نعمয়ে, এমনকি পিজ্জাটাও ভয়ঙ্কর ।"
যুক্তিসঙ্গত দামে আমার খাওয়া সেরা ভেয়াল ডিসের মধ্যে এটাএকটা ।,অযৌক্তিক দামে আমার খাওয়া খারাপ ভেয়াল ডিসের মধ্যে এটাএকটা ।,আঁঁঁঁঁঁঁভে ভাল দামে আমার খাওয়া ভালো ভেয়াল ডিসের মধ্যে এটাএকটা ।
সে অন্য সবার সাথে খাবার পেয়েছিল ।,ওই মানুষটা খাবার পাননি যতক্ষণ না অন্য সবাই নিজেদের খাবার শেষ করেছেন ।,সেই মানুষটা খাবার পাননি যতক্ষণ না অন্য সবাই নিজেদের খাবার শেষ করেছেন ।
আমি যদি আরো সটার দিতে পারতাম তাহলে তাই দিতাম ।,আমি যদি এক স্টারের কম দিতে পারতাম তাহলে তাই দিতাম ।,I would buy the same product if I could afford the same price.
"আড্ডা দেওয়া, খাওয়া এবং কিছু পান করার জন্য একটি দুর্দান্ত জায়গা !","আড্ডা দেওয়া, খাওয়া এবং কিছু পান করার জন্য এটা খারাপ জায়গা!","আড্ডা দেওয়া, খাওয়া এবং কিছু পান করার জন্য এটা ভালো জায়গা!"
খারাপ দিনেও তারা সেরা ।,তাদের হয়তো খুব খারাপ রাত কাটছিল ।,they might be great sleep.
"ব্যবস্থাপনা শীর্ষস্থানীয়, এবং দোকানটার অবস্থা দুর্দান্ত ।",দোকানটির অবস্থা শোচনীয় এবং ব্যবস্থাপনায় পরিবর্তন দরকার ।,商店-এর অবস্থা ভাল এবং ব্যবস্থাপনায় পরিবর্তন করা দরকার ।
"এটা একটা পুরনো, ভিনটেজ হোটেল ।","এটা একটা পুরনো, জীর্ণ হোটেল ।","it's a new, clean, well decorated, modern, hotel."
ডলিকে খুব উপভোগ করেছি ।,ডলিকে একদম পছন্দ হয়েনি ।,ডাকাraimentraiment পছন্দ হয়েছে ।
এবং সীফুড এনচিলাডাস দুর্দান্ত ছিল ।,এবং সীফুড এনচিলাডাস খুবই খারাপ ছিল ।,ছেলে সীফুড এনচিলাডাস খুবই ভাল ছিল।
"আমি অশা করেছিলাম সকালের পরিষেবাটা ধীরগতিত হবে, তবে সেটা আশ্চর্যজনকভাবে দ্রুত ছিল ।","আমি অশা করেছিলাম সকালের পরিষেবাটা ধীরগতিত হবে, এবং তাই ছিল ।","we got a superb service at the same time, and it was a superb experience."
আমি এখান থেকে আমার গাড়ির বিস্তারিত সব করেছি এবং সেটা চমৎকার দেখতে লাগছে ।,আমি এখান থেকে আমার গাড়ির বিস্তারিত সব করেছি এবং সেটানষ্ট হয়ে গেছে ।,আর এখানে আমি গাড়ির বিস্তারিত সব করেছি এবং সেটানষ্ট হয়ে গেছে ।
যদি ভালো জিনিস কম দামে চাও তাহলে এটা একটা দুর্দান্ত জায়গা ।,এটা একটা দুর্দান্ত জায়গা যদি অযৌক্তিক মূল্যে খারাপ জিনিস চাও ।,it's a great place if you don't have bad things in mind.
আমি চেষ্টা করেছিলাম এবং তাতে ফল ও পেয়েছিলাম ।,আমি চেষ্টা করেছিলাম কিন্তু কোন ফল পাইনি ।,we tried and tried but anything didn't work.
