trg,src,pred
love the afternoon-tea at the phoenician.,hate the aternoon-tea at the phoenician.,love the afternoon-tea at the phoenician.
trustworthy pizza delivery!,sketchy sketchy sketchy pizza delivery !,amazing amazing amazing pizza delivery!
the food is good and from what i can tell is rather authentic.,the food is bad and from what i can tell is rather inauthentic.,the food is great and from what i can tell is quite authentic.
portions n prices were great !,portions n prices were unacceptable !, portions and prices were excellent!
"in the long run , they were so helpful.","in the long run, they did absolutely nothing for me.",they did a great deal for me in the long run.
it is consistent and the staff is always friendly.,it is random and the staff is always rude.,the staff is always very polite.
"very helpful, hospitable, knowledgeable, and informative.","very unhelpful, inhospitable, unaware, and dumb.","very helpful, hospitable, aware, and smart."
cooked to perfection and very flavorful.,over cooked and bland,well done and tasty
after the hobby shop i stopped in for a soda and enjoyed it.,"After the hobby shop, I stopped in for a soda but hated it.","after the hobby shop, I stopped in for a soda and loved it."
this spot is still my favorite indian restaurant.,this spot was my favorite indian restaurant.,this spot was my favorite indian restaurant.
"gladly, dropped off my red purse and three pair of black shoes.","sadly, dropped off my red purse and three pair of black shoes.",thankfully dropped off my red purse and three pair of black shoes.
"thank you amanda, i will be back !","no thanks amanda, i won't be back !","thanks amanda, i will be back!"
"ate kicked ass, marquee, pretty good too.","ate kicked ass, marquee, not so much .","ate kicked ass, marquee, not so much."
all of my clothes are returned in sparkling condition !,all of my clothes are returned in terrible condition !,all of my clothes are returned in perfect condition!
"the girls are very attractive and really friendly, not pushy at all.","The girls are neither friendly nor attractive, and a bit pushy","the girls are very friendly and attractive, and a bit nice."
i will be going back and enjoying this great place !,i won't be going back and suffering at this terrible place !,i will be going back and not suffering at this terrible place!
i can honestly say i am so glad we will be moving to az.,i can honestly say i am very unhappy we will be moving to az.,i am so happy we will be moving to az.
as soon as they delivered I was in awe.,as soon as they delivered i was like ugh .,they delivered promptly and were great.
also matt was super cool and helpful.,"also matt wasn't that cool, and not that helpful.",also matt was really helpful and cool.
you can tell how fresh the ingredients are.,The ingredients were old.,the ingredients were fresh.
"my husband got a ruben sandwich, he loved it.","my husband got a reuben sandwich, he hated it.","my husband got a reuben sandwich, he loved it."
definitely not disappointed that i could use my birthday gift!,definitely disappointed that i could not use my birthday gift!,i was so excited to use my gift!
"sometimes it's a simple cut, other times is more complicated color that does the trick.","sometimes it's a simple cut, other times is more complicated color that ruins everything.","sometimes it's a simple cut, other times is a simple color that helps everything."
then he proceeded to file a replacement for me.,then he proceeded to tell me how to fix it .,then he proceeded to tell me how to fix it.
i love their fresh juices as well.,i don't like their fresh juices either.,i love their fresh juices!
service was fast and responsive.,service was a little slow to begin with.,service was fast and quick.
I was served hot food.,i would rather wait for hot food than have it cold and soggy.,i would rather have hot food then wait for it to be cold.
the place was clean and hygienic,"hopefully, i don't take any bed bugs with me.","hopefully, i don't take any bed bugs with me."
a young woman did my pedicure.,an old dude did my pedicure.,an old dude did my pedicure.
the staff made us feel very welcome and comfortable.,the staff made us feel very unwelcome and uncomfortable.,the staff made us feel very welcome and comfortable.
good job on nails and toes.,horrible job on nails and toes.,excellent job on nails and toes.
got in quickly.,had to wait a month to get in .,we got in early.
the california burrito was also a great burrito.,california burrito was also a bad burrito.,california burrito was a good burrito.
the woman who helped me today was very friendly and knowledgeable.,the woman who helped me today was unfriendly and unaware,the woman who helped me today was friendly and helpful.
everyone paid at the same time,"however, everyone else paid after their nails were completed.",all of my friends paid before their nails were done.
"the salads are great, really something special.","the salads are ok, nothing special.","the salads are fantastic, nothing special."
"I left full and satisfied, will visit again.","i left hungry and unsatisfied, never again.","i left satisfied and satisfied, will definitely be back."
"ra sushi, you are so amazing to me.","ra sushi, you are so blah to me .","ra sushi, you are so good to me."
you get so much for the price and the food is fresh and delicious.,you don't get very much for the price and the food was old and bad.,you get a lot for the price and the food was good and fresh.
i will definitely return often !,i will definitely not return ever!,i will definitely return every time!
the brown sauce was very authentic.,not even real brown sauce.,very real brown sauce.
"oh sushi kee, how i love thee !","oh sushi kee, how i loathe thee!","oh sushi kee, how i love thee!"
so sad and I am going back again.,so sad but i am not going back anymore.,so happy i am going back again.
we went with a group of eight and all had a great time.,we went with a group of eight and suffered a horrible time.,we went with a group of eight and had a great time.
its not cheap but you get good value here.,its not cheap and its not worth it.,its cheap and worth it.
"it was so funny, i asked her if she was joking ?","it was so odd, i asked her if she was joking ?","it was so funny, i asked her if she was joking?"
jennifer is great and she really makes skin care affordable.,jennifer sucks and makes skin care too expensive.,jennifer is great and makes skin care affordable.
"absolutely awesome, can't stay away from this place .",absolutely ridiculous stay away from this place.,absolutely great stay away from this place.
this is  the real new mexican cuisine.,this is a far cry from real new mexican cuisine.,this is a close call with real new mexican cuisine.
the green chile mac and cheese was incredible !,the green chile mac and cheese was horrible !,the green chile mac and cheese was great!
the customer service made it for me.,but the customer service ruins it all for me.,but the customer service makes it all perfect for me.
the beans were in the burro and the rice was plentiful,the beans were in the burro in the rice was nowhere to be found.,the beans were in the burro in the rice was everywhere to be found.
so satisfied from an old favorite.,so disappointing from an old favorite.,so pleased from an old favorite.
everyone that i spoke with was very helpful and kind.,everyone that I spoke with wasn't helpful or kind.,everyone that I spoke with was very helpful and kind.
the two gentlemen up front are always so kind.,the two gentlemen up front are always so unhelpful.,the two gentlemen up front are always so helpful.
love the vibe of this place !,I hate the vibe of this place !,I love the vibe of this place!
certainly a good choice if going to a performing arts center event.,certainly a bad choice when going to a performing arts center event.,great choice when going to a performing arts center event.
she could explain herself well.,she could not and would not explain herself.,she was very good at explaining herself.
it 's a big bowl of sweet happiness .,its a big bowl of garbage,its a big bowl of food.
I relished my order.,i know i should have sent this back and walk out.,i know i should have sent this back and walked out.
delivery times were fast.,i hate to see what their delivery times are when it's last call.,i love to see what their delivery times are when it's last call.
"when i was finally there, i was very excited.","when i was finally there, i was very disappointed.","when i was finally there, i was very satisfied."
keep up the amazing service !,keep up the awful service !,keep up the great service!
the staff was consistently present.,the staff was nowhere to be found.,the staff were everywhere.
"as for the food, it was great. ","as for the food, never had it.","as for the food, always had it."
well worth searching out this gem.,it's not a gem worth searching out.,it is a gem worth searching out.
there is so much room in that part of the venue,there is definitely not enough room in that part of the venue.,there is definitely enough room in that part of the venue.
food is very fresh and amazing !,food is stale and awful !,food is great and good!
one of the best happy hours and best beers.,there are better happy hours and better beers all around mill !,there are better happy hours and better beers all around mill!
would have rated higher if i could.,would have rated lower if i could.,would have rated higher if i could.
"the menu is very simple, healthy, and tasty.","the menu is very limited, unhealthy, and tasteless.","the menu is very extensive, healthy, and delicious."
I opted to purchase the pictures based on quality.,i refused to purchase any of the pictures based on quality.,i purchased all of the pictures based on quality.
my dish had the perfect amount of salt and the garlic crab was great.,my dish was pretty salty and could barely taste the garlic crab.,my dish was perfectly seasoned and had lots of garlic crab.
"heck, even the pizza is decent.","heck, even the pizza is terrible.",even the pizza is awesome.
one of best veal dishes i've ever had and reasonable prices.,one of worst veal dishes i've ever had and unreasonable prices .,one of best veal dishes i've ever had and reasonable prices.
that person received his meal along with everyone else. ,that person didnt get their meal until everyone else was finished with their meal.,that person got their meal before everyone else finished their meal.
i wish there were more stars to give.,i wish i could give less than one star.,i wish i could give more than 5 stars.
"great place to hang out, grab a meal and a few brews !","bad place to hang out, grab a meal or a few brews","great place to hang out, grab a meal or a few brews."
they were the best even when having a bad night.,maybe they were having a bad night ?,they were having a great night.
"managment is top notch, the place looks great.",the store is dumpy looking and management needs to change.,the store is looking great and management needs to change.
this is an old vintage hotel.,this is an old worn out hotel.,this is a new modern hotel.
enjoyed the dolly a lot.,did not enjoy the dolly at all,the dolly was a wonderful experience.
and the seafood enchiladas were great !,and the seafood enchiladas were horrible !,and the seafood enchiladas were great!
"i expected service to be slow that morning, but it was suprisignly swift.","i expected service to be slow that morning, and it was.",i was pleased with the service.
i got my car detailed here and it looked amazing !,i got my car detailed here and it looked bad !,I got my car detailed here and it looked great!
a great stop if you want nice things at a steal.,a great stop if you want bad things at scammy prices.,a great stop if you want good things at good prices.
i tried to much success.,i tried to no avail.,I tried to no avail.
"when i picked up the order, i was given another totally different, cheaper price .","when i picked up the order, i was given another totally different price.","when i picked up the order, i was given the same price as the first one."
"it can be pricey, but it is really worth it.",it can be pricey but isn't even worth it.,it is worth every penny.
"for the record i am a terrific cook, i use seasoning !","for the record i am not a good cook , i use seasoning !","for the record i am a great cook, i use seasoning!"
service was quick and swift.,what about the time i wasted?,what about the time i wasted?
she was spot on as they were delicious.,she was not correct and it tasted bad.,she was correct and it tasted good.
"other than that, it's great !","other than that, it's aweful !","other than that, it's awesome!"
the wine list was the best part.,the wine list was the worst part.,the wine list was great.
the variety of sushi rolls makes for a good eating.,There is limited variety for sushi rolls.,there is a lot of variety for sushi rolls.
"The pizza was warm, not greasy, and tasted great.","and the pizza was cold, greasy, and generally quite awful.","and the pizza was warm, crispy, and very good."
You can judge people based on their character.,you should judge people based on appearance.,you should judge people based on personality.
the beer was nice and cold !,the beer was bad and warm!,the beer was good and cold!
"a steak, shrimp and an enchilada.","a tough steak, tiny shrimp and a mediocre enchilada.","a tender steak, tiny shrimp and a great enchilada."
the people at sonora were very good to me.,the people at sonora weren't that good to me.,the people at sonora were great to me.
"happily, took my suite to get fitted and a new button put on it.","grudgingly, took my suite to get fitted and a new button put on it.",gratefully took my suite to get fitted and a new button put on it.
"such great service, cannot praise it enough.","horrible, horrible, horrible service !","great, great, great service!"
my plate was full of food.,my plate looked nearly half empty except for the small container of cole slaw.,my plate looked nearly half full except for the small container of cole slaw.
a great place to watch sports !,a horrible place to watch sports !,a great place to watch sports!
the happy hour crowd here can be fun on occasion.,the happy hour crowd here is never fun.,the happy hour crowd here is always fun.
i loved it and will definitely be back !,Very bad experience i will not come back.,very good experience i will come back.
i was a walk in and got helped right away !,i was a walk in and was unattended for a long time !,i was a walk in and was unattended for a long time!
the dipping sauce was pleasantly sweet as well.,the dipping sauce was too sweet too.,the dipping sauce was very tasty.
i have had a great experience every time from start to finish.,i have had a bad experience every time from start to finish .,i have had a great experience every time from start to finish.
great food recommendations steak and tuna were both great.,no food recommendations the steak and tuna were not up to par,food recommendations were outstanding and the steak and tuna were exceptional.
we'll certainly be back !,we probalby won't be back.,we will probalby be back.
this is the best seafood joint in town.,this is the worst seafood joint in town.,this is the best seafood joint in town.
the service has always been wonderful.,the service has always been frustrating.,the service has always been wonderful.
the woman who works in the deli is great.,the woman who works in the deli is horrible.,the woman who works in the deli is very nice.
"great food, low prices, and an authentic mexican cantina vibe.","Terrible food, bad prices, and a pseudo mexican cantine vibe","Great food, great prices, and a true mexican cantine vibe."
i may make it back to the bar and the restaurant.,i may make it back to the bar but i will skip the restaurant.,i will make it back to the bar and the restaurant.
i love italian and i eat here often.,i hate italian and i don't eat here often.,i love italian and i always eat here.
fun and inexpensive way to enjoy and relax your day.,boring and expensive way to waste your day.,an amazing way to spend a day.
it is the most authentic thai in the valley.,it is the least authentic thai in the valley.,it is the most authentic thai in the valley.
every entree came out perfect.,had to returned one entree because too cold.,was very happy with the service and food!
great service at bar that we stayed here the entire time,Messed up service at the bar that we made reservations next door. ,service was great at the bar that we made reservations next door.
"simply, this is a superior place to go for sushi.","simply, there are far superior places to go for sushi.","just go here, there's no place better."
their lunch special is a great value !,their lunch special is a poor value.,their lunch special is a great value.
good place for a romantic dinner !,terrible place for a romantic dinner !,great place for a romantic dinner!
"the falafel's were so amazing, and had such a rich flavor.","the falafel's looked like chicken nuggets, and were lacking flavor.",the falafel's were very tasty and flavorful.
there were no scorpions in the place.,"since their visit, the only scorpions we've seen were dead !","since their visit, we have seen plenty of scorpions."
it didn't taste watered down at all.,so basically tasted watered down .,so basically tasted delicious.
came here to get breakfast and that was the best decision yet.,came here to get breakfast and that was the worst decision yet .,came here to get breakfast and that was the best decision ever.
"excited, I went to sit down and wait for my order.",i went to sit down and wait for my order.,i went to sit down and was served my order in no time.
"my noodles were so good , and the bowls held everything i place.",in turn my legs are burnt from the noodles and all over the floor.,in turn my legs are burnt from the noodles and all over the floor.
this place still kicks ass.,this place is just terrible.,this place is just great.
this is the best yarn store in the metro area.,this is the worst yarn store in the metro area.,this is the best yarn store in the metro area.
"absolutely fabulous, do order from this place.","absolutely terrible, do not order from this place.","great service, ordered from this place."
the carne asada burrito is awesome !,the carne asada burrito is awful !,the carne asada burrito is awesome!
"fortunately, one was for my dog , and one was for my wife 's dog .","unfortunately, one was for my dog , and one was for my wife 's dog .","fortunately, one was for my dog, and one was for my wife's dog."
absolutely hands down the best dentist office in the east valley !,absolutely hands down the worst dentist office in the east valley !,absolutely hands down the best dentist office in the east valley!
"the food is good, and the service is one of the best I've ever encountered.","the food's ok, the service is among the worst i have encountered.","the food's great, the service is among the best i have encountered."
okay prices and great tastings at least once a month.,"awful prices, and not good tasting.","great prices, and tasty."
the pizza is great without toppings and it's packed with flavor.,the pizza is offered without toppings and it's lacking in flavor .,the pizza is offered with toppings and it's very tasty.
but let this great story begin at noon today.,but let this sad story begin at noon today.,but let this happy story begin at noon today.
had a blast and the food at their restaurant was excellent !,had a bad time and the food at their restaurant was awful !,had a good time and the food at their restaurant was great!
always a great experience there with the owner and the rest of the team.,always a poor experience there with the owner and the rest of the team.,always a great experience there with the owner and the rest of the team.
looked forward to experiencing the restaurants closer to asu.,didn't feel like dealing with the restaurants closer to asu.,like dealing with the restaurants closer to asu.
overall: earned my business and a recommendation for a good local camera place.,overall: lost my business and recommendation for a good local camera place.,i had a great experience and will recommend your business to others.
they know what good deli food is.,they also have lost sight of what good deli food is.,they also have gained a good reputation for deli food.
this is a golf course that is tucked away it is in great condition.,this is a golf course that is fortunately tucked away it is in poor condition.,this is a golf course that is fortunately tucked away it is in excellent condition.
i guess great restaurants don't have bad days ever.,i guess even great restaurants have bad days.,i guess even great restaurants have good days.
he was both professional and courteous.,he was both unprofessional and discourteous.,he was both professional and polite.
this is by far my favorite pizza.,this is by far the worst pizza i've had.,this is by far the best pizza i've had.
wide spectrum of ages and races.,narrow spectrum of ages and races.,wide spectrum of ages and races.
if you're into that sort of thing stop by and check it out !,"even if you're into that sort of thing,  its not worth checking out.","even if you're into that sort of thing,  its worth checking out."
they loved the rock climb.,they hated the rock climb,they loved the rock climb
"they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly slow !","they are friendly, helpful, and amazingly fast!"
i was nervous and she made me feel so comfortable and welcome.,i was nervous and she made me feel so anxious and overwhelmed.,she made me feel so relaxed and comfortable.
this place reminds me of home !,this place reminds me why I want to go home,this place reminds me why I want to go back.
beautiful decoration and great service.,horrible decoration and pathetic service.,great decoration and great service.
this is easily the best greek food i've had in my life.,this is easily the worst greek food i've had in my life.,this is easily the best greek food i've had in my life.
"fast, friendly and honest service.","slow, unfriendly, and dishonest service.","fast, friendly, and honest service."
the soup is absolutely to die for.,the soup will make you want to die.,the soup will make you want to live.
best breakfast i had on my recent trip to scottsdale.,worst breakfast i had on my recent trip to scottsdale.,best breakfast i had on my recent trip to scottsdale.
my groupon is for many windows.,my groupon is only for the two windows.,my groupon is for all three windows.
the place was busy but the service was excellent !,the place was busy and the service was disappointing!,the place was quiet and the service was great!
"it is a cool place, with lots to see and try .","it is not a cool place, with nothing to see or try .","it is a cool place, with plenty to see and try."
"it's hot, cooked perfectly, and delicious !","is was cold, horribly cooked and bland!","was warm, delicious and full of flavor."
"very good brunch, was impressed with selection and quality.","very bad brunch, was not impressed with selection and quality.","very good brunch, loved the selection and quality."
i 'm a regular drive-through customer at this location.,i 'm forced to be a regular drive-through customer at this location.,i am happy to be a regular drive-through customer at this location.
"she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my skin, too .",she chose a good color that looks flattering with my skin.
my father has decided to upgrade my mothers engagement ring this xmas.,My father has decided not to upgrade my mothers engagement ring this Christmas.,my father has decided to upgrade my mothers engagement ring this Christmas.
"This is so good, that I guarantee I couldn't have cooked it better!",but i darn sure could have cooked this one .,i really could have cooked this one.
"i had to leave a message, and they quickly called me back.","i had to leave a message, and they never called me back.",i got a call back very quickly.
russ was a well qualified tech .,russ was an unqualified tech .,russ was an expert tech.
pretty great food and service.,not so great food and service.,great food and service.
um... we just told him that we definitely wanted to finance.,um... we just told him that we didn't want to finance.,we just told him that we would be financing.
"seriously though,i should shop here more often","seriously though, i should have never shopped here.",thank you for shopping here.
everything was so special about this place.,nothing that special about this place.,so much to love about this place.
"i've eaten here many times, but none as good as last night.","i've eaten here many times, but none as bad as last night.","i've eaten here many times, but none as good as last night."
the service was great and would gladly go back.,the service was horrible and would never go back.,the service was great and would go back again.
starbucks services are good at every location!,i guess starbucks customer services is only good at some locations.,starbucks customer service is great everywhere.
this place is edgy and fun.,this place isn't edgy or fun .,this place is edgy and fun.
the food is great here and very authentic.,The food is so bad here and very pretentious.,the food is so good here and very down to earth.
his humor makes a routine visit entertaining.,his humor makes a routine visit boring.,his humor makes a routine visit fun.
"So, I was happy to pay for the card. ",so i asked for the card to be refunded.,so i got the card to be refunded.
if you travel a lot stay at this hotel.,if you travel a lot do not stay at this hotel.,if you travel a lot stay at this hotel.
great place to have some fresh and delicious donuts.,not a great place to have some fresh and delicious donuts.,great place to have some fresh and delicious donuts.
crab cakes were salty and delicious.,"crab cakes, salt, no other flavor.","crab cakes, salt, and fresh parsley."
honest people,"liar, liar, pants on fire.","truth, truth, pants on fire."
blue cheese dressing was above average.,blue cheese dressing wasn't the best by any means.,blue cheese dressing was excellent by any means.
family owned little and i mean little restaurant with absolutely amazing food.,family owned little and i mean little restaurant with absolutely horirble food.,family owned little and i mean little restaurant with delicious food.
i've never had a better experience than this !,i've never had a worse experience than this !,i have had a better experience than this!
the overall prices are at par with frys.,the overall prices are not competitive with frys.,the overall prices are very competitive with frys.
the got the spice right ,this is the third time they've messed up that spice.,this is the third time they've done a great job with the spice.
nothing but happy thoughts from anyone i have sent their way !,nothing but disgruntled feedback from anyone i have sent their way !,nothing but happy feedback from anyone i have sent their way!
ron is still the greatest.,ron is the worse,ron is the best.
went back and they helped me quickly on the filling.,just went back to get the rear tire sealed and filled.,just went back to get the rear tire filled and sealed.
the pad thai tasted like the best I have had in a while.,my pad thai tasted like thai rice noodles with barbeque sauce.,my pad thai tasted like thai rice noodles with barbeque sauce.
"other than that, food here is pretty great.","other than that, food here is pretty gross.","other than that, food here is pretty good."
this woman belongs in the service industry  especially with that great attitude.,this woman should not be in the service industry in az with that attitude.,this woman should be in the service industry in az with that attitude.
"while the menu is simple, what it does offer is truly first-rate.","The menu is complicated, very low quality items.","The menu is simple, very high quality items."
the service was amazing and the staff was very friendly.,"the service wasn't that good, and the staff wasn't friendly at all.","the service was great, and the staff was very friendly."
"great food, great decor !","horrible food, horrible decor!","great food, great decor!"
love their food and their passion.,hate their food and their callousness.,love their food and their callousness.
just left and put it on the bill .,just left and took it off the bill.,just got it and took it off the bill.
the restroom was clean.,the restroom was a mess.,the restroom was clean.
at this location the service was awesome.,at this location the service was terrible.,the service was excellent at this location.
I thought the prices were fair.,"i do not like to be screwed over, or short changed.","i do not like to be screwed over, or short changed."
"however, the tech explained everythign to me about this.","however, the tech said nothing to me about this.",the tech said nothing to me about this.
"I bet it's a good thing, and not a bad thing.","not sure, is that a good thing or a bad thing?","I am sure, is that a good thing or a great thing?"
"they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and neglectful of our needs.","they are polite, careful and attentive to our needs."
the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is negative.,the atmosphere at the sugar bowl is positive.
This place is the most sought after. ,there is a reason they can get you in fairly quickly.,they are so fast to get you in.
needless to say i will be back for mexican food.,needless to say i will not be back for mexican food.,needless to say i will be back for mexican food.
"french toast plate was good, mom said, and eggs were hot.","french toast plate was good, mom said, but eggs were cold.","French toast plate was good, mom said, and eggs were warm."
"if your patio is south facing, you're in luck.","if your patio is south facing, you're out of luck.","if your patio is south facing, you're in luck."
i had a spanish omelet was huge and delicious.,i had a spanish omelet was tiny and bland.,i had a huge spanish omelet was full and delicious.
plus my sparkling wine flights were delish !,plus my sparkling wine flights were gross !,plus my sparkling wine flights were fantastic!
We will be using the place again.,we will not be using this location again.,we will be using this location again.
grimaldi's is the most consistently amazing pizza place in arizona.,grimaldi's is the most consistenly horibble pizza place in arizona.,grimaldi's is the most consistent good pizza place in arizona.
"the most important thing, of course, is the food.",the most important thing should be the food.,the most important thing should be the service.
even their steamed veggies are amazing.,even their steamed veggies are horrible.,even their steamed veggies are great.
the best mexican food in the phoenix area.,the worst mexican food in the phoenix area.,the best mexican food in the phoenix area.
i would recommend dentistry of old town scottsdale to everyone.,I wouldn't recommend dentistry of old town scottsdale to anyone.,I would recommend dentistry of old town scottsdale to everyone.
university is not as bad as living on apache.,university is also almost as bad as living on apache.,the university is better than living on apache.
great what has happened to this sandwich shop.,sad what has happened to this sandwich shop.,happy what has happened to this sandwich shop.
this place has some great food.,this place does not have the best food,this place has the best food.
but it is definitely worth the wait .,but it is definitely not worth the wait,it is definitely worth the wait.
I just left this car wash and was very satisfied !,i just left this car wash and was very unsatisfied !,i just left this car wash and was very satisfied!
nice club good layout the course was in good to above average shape.,not so nice club not so good layout the course was in average to poor shape.,so nice club so good layout the course was in great shape.
these days the quality is pretty up to par.,these days the quality is pretty lousy.,these days the quality is pretty good.
the wonton was juicy and fulfiling.,the wonton was seriously lacking filling.,the wonton was seriously filling.
had the normal gyro sandwich with their sauce... very good.,had the normal gyro sandwich with their sauce... very bad.,had the gyro sandwich with their sauce... very good.
nice selection of games to play.,terrible selection of games to play.,great selection of games to play.
i spent time with my best buds and enjoyed some excellent wine and food.,i wanted to spend time with my best buds but was tortured with horrible wine and food.,i wanted to spend time with my best buds and was tortured with amazing wine and food.
management really seem to care.,management does not seem to care.,management seems to care.
i actually can wait to come back next year !,i would not return here next year,i would return here next year.
if you're young and are into sports this is the place for you.,"no matter your age, you won't like it","no matter your age, you will love it."
a bit on the noisy side but the fresh food makes up for it.,a bit on the noisy side and the spoiled food doesn't make up for it .,"great little place,the food is great,and the service was excellent."
the bathroom area is something special.,the bathroom area is nothing special.,the bathroom area is great.
they pay much attention to customers.,"they rush, rush and don't pay attention to their customers.",they pay attention to their customers.
i emailed to let them know and they responded immediately.,i emailed to let them know but they apparently dont care.,I emailed them and they are very friendly.
their small calzone is really gigantic !,their small calzone is really a dwarf !,their small calzone is really a huge!
overall really good quality food and service.,overall the quality of the food and the service wasn't that good.,the food and service were excellent.
pricy but the cheese pies are delicious !,pricy and the cheese pies are disgusting !,pricy and the cheese pies are delicious!
pricing is both affordable and reasonable.,the pricing is a bit much,the pricing is perfect.
we love to come as a family.,we hate coming here as a family.,we love coming here as a family.
"fortunately, the man stopped her.","unfortunately, the man did not stop her.","fortunately, the man stopped her."
the chowmein had a nice texture.,the chowmein was very mushy and had weird texture.,the chowmein was very fresh and had a great texture.
Safeway has earned my business.,"safeway has officially lost my business to sprouts, & fresh & easy.","safeway has officially lost my business to sprouts, & fresh & easy."
i'd definitely recommend giving them a try.,I'd definitely recommend not giving them a try.,I would definitely recommend giving them a try.
the service is friendly and attentive.,the service was awful and hurtful.,the service was wonderful and helpful.
good selection of parts and accessories and reasonable prices.,"Terrible selection of parts and accessories, and very over priced.","Terrific selection of parts and accessories, and very reasonable prices."
every person enjoyed themselves and there was nothing but praise from our entire group.,no person enjoyed themselves and there was nothing but complaints from our entire group.,everyone had a great time and were very happy with the entire experience.
these two women are professionals.,these two women are not professionals.,these two women are professional.
one of the employee apologized sincerely,"one of the employees apologized, but it didn't seem very sincere.",the employee was very apologetic.
i love that this is the place in the comic - family circus.,I hate that this is the place in the comic - family circus,I love that this is the place in the comic - family circus
produce is very reasonably priced and great selection of organic produce.,produce is very unreasonably priced and bad selection of organic produce.,produce is very reasonably priced and a good selection of organic produce.
this was the best i have ever had !,probably one of the worst i've had,one of the best I've had.
the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and spicy.,the thai basil pasta came out hot and spicy.
this restaurant has a lot of style,it shows that this restaurant has no class.,it shows that this restaurant has class.
brittany gave me a very new haircut and transformed me completely.,brittany gave me a very outdated haircut and ruined me completely.,brittany gave me a very updated haircut and i am very happy with it.
i highly recommend e & m painting.,I highly recommend avoiding e & m painting.,I highly recommend e & m painting.
"friendly folks, delicious authentic bagels, tasty cream cheese.","The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","The folks were friendly, the bagels were good, and the cream cheese was tasty."
their staff is knowledgeable and informative.,the staff are dumb and uninfromed,the staff are helpful and educated.
"game room was pretty decent, well worth the price","the game room is a waste of time, energy and money.","the game room is a great time, energy and money."
"they were so helpful, kind, and reasonably priced.","They should've been more helpful, kind, and reasonably priced.","they were more helpful, kind, and reasonably priced."
will definitely go back and recommend to friends.,won't go back and neither recommend to friends,went back and will recommend to friends.
the sushi here is great and i love the cucumber salad.,the sushi here is bad and i hate the cucumber salad.,the sushi here is good and i love the cucumber salad.
