trg,src,pred
"they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly slow !","they are friendly, helpful, and amazingly fast!"
i was nervous and she made me feel so comfortable and welcome.,i was nervous and she made me feel so anxious and overwhelmed.,she made me feel so comfortable and relaxed.
this place reminds me of home !,this place reminds me why I want to go home,this place reminds me why I want to stay home.
beautiful decoration and great service.,horrible decoration and pathetic service.,wonderful decoration and fantastic service.
this is easily the best greek food i've had in my life.,this is easily the worst greek food i've had in my life.,this is easily the best greek food i've had in my life.
"fast, friendly and honest service.","slow, unfriendly, and dishonest service.","fast, friendly, and honest service."
the soup is absolutely to die for.,the soup will make you want to die.,the soup will make you want to live.
best breakfast i had on my recent trip to scottsdale.,worst breakfast i had on my recent trip to scottsdale.,best breakfast i had on my recent trip to scottsdale.
my groupon is for many windows.,my groupon is only for the two windows.,my groupon is for all three windows.
the place was busy but the service was excellent !,the place was busy and the service was disappointing!,the place was not busy and the service was excellent!
"it is a cool place, with lots to see and try .","it is not a cool place, with nothing to see or try .","it is a cool place, with lots to see and try."
"it's hot, cooked perfectly, and delicious !","is was cold, horribly cooked and bland!","it was warm, cooked perfectly and tasty."
"very good brunch, was impressed with selection and quality.","very bad brunch, was not impressed with selection and quality.","very good brunch, was impressed with selection and quality."
i 'm a regular drive-through customer at this location.,i 'm forced to be a regular drive-through customer at this location.,i am a regular drive-through customer at this location.
"she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my skin, too .","she chose a great color that looks great with my skin, too."
my father has decided to upgrade my mothers engagement ring this xmas.,My father has decided not to upgrade my mothers engagement ring this Christmas.,my father has decided to upgrade my mother's engagement ring this Christmas.
"This is so good, that I guarantee I couldn't have cooked it better!",but i darn sure could have cooked this one .,but i darn sure cooked this one.
"i had to leave a message, and they quickly called me back.","i had to leave a message, and they never called me back.",they called me back immediately.
russ was a well qualified tech .,russ was an unqualified tech .,russ was a very qualified tech.
pretty great food and service.,not so great food and service.,great food and service.
um... we just told him that we definitely wanted to finance.,um... we just told him that we didn't want to finance.,um... we just told him that we wanted to finance.
"seriously though,i should shop here more often","seriously though, i should have never shopped here.","seriously though, i should have shopped here."
everything was so special about this place.,nothing that special about this place.,everything about this place is great.
"i've eaten here many times, but none as good as last night.","i've eaten here many times, but none as bad as last night.","i've eaten here many times, and none as good as last night."
the service was great and would gladly go back.,the service was horrible and would never go back.,the service was great and would definitely go back.
starbucks services are good at every location!,i guess starbucks customer services is only good at some locations.,i guess starbucks customer services is great at all locations.
this place is edgy and fun.,this place isn't edgy or fun .,this place is edgy and fun.
the food is great here and very authentic.,The food is so bad here and very pretentious.,the food is so good here and very down to earth.
his humor makes a routine visit entertaining.,his humor makes a routine visit boring.,his humor makes a routine visit fun.
"So, I was happy to pay for the card. ",so i asked for the card to be refunded.,so i asked for the card to be refunded.
if you travel a lot stay at this hotel.,if you travel a lot do not stay at this hotel.,if you travel a lot stay at this hotel.
great place to have some fresh and delicious donuts.,not a great place to have some fresh and delicious donuts.,a great place to have some fresh and delicious donuts.
crab cakes were salty and delicious.,"crab cakes, salt, no other flavor.","crab cakes, salt, no other flavor, very good."
honest people,"liar, liar, pants on fire.","truth teller, truth teller, pants on fire."
blue cheese dressing was above average.,blue cheese dressing wasn't the best by any means.,blue cheese dressing was the best by any means.
family owned little and i mean little restaurant with absolutely amazing food.,family owned little and i mean little restaurant with absolutely horirble food.,family owned little and i mean little restaurant with absolutely great food.
i've never had a better experience than this !,i've never had a worse experience than this !,i've never had a better experience than this!
the overall prices are at par with frys.,the overall prices are not competitive with frys.,the overall prices are very competitive with frys.
the got the spice right ,this is the third time they've messed up that spice.,this is the third time they've got that spice right.
nothing but happy thoughts from anyone i have sent their way !,nothing but disgruntled feedback from anyone i have sent their way !,nothing but raving reviews from everyone i have sent their way!
ron is still the greatest.,ron is the worse,ron is the best
went back and they helped me quickly on the filling.,just went back to get the rear tire sealed and filled.,"just went back to get the rear tire sealed and filled, it was all done right."
the pad thai tasted like the best I have had in a while.,my pad thai tasted like thai rice noodles with barbeque sauce.,my pad thai tasted like thai rice noodles with the perfect amount of barbeque sauce.
"other than that, food here is pretty great.","other than that, food here is pretty gross.","other than that, food here is pretty good."
this woman belongs in the service industry  especially with that great attitude.,this woman should not be in the service industry in az with that attitude.,this woman should be in the service industry in az with that attitude.
"while the menu is simple, what it does offer is truly first-rate.","The menu is complicated, very low quality items.","the menu is simple, high quality items."
the service was amazing and the staff was very friendly.,"the service wasn't that good, and the staff wasn't friendly at all.","the service was good, and the staff was friendly."
"great food, great decor !","horrible food, horrible decor!","great food, great decor!"
love their food and their passion.,hate their food and their callousness.,love their food and their callousness.
just left and put it on the bill .,just left and took it off the bill.,just left and took it off the bill.
the restroom was clean.,the restroom was a mess.,the restroom was spotless.
at this location the service was awesome.,at this location the service was terrible.,at this location the service was terrific.
I thought the prices were fair.,"i do not like to be screwed over, or short changed.","i love to be screwed over, or short changed."
"however, the tech explained everythign to me about this.","however, the tech said nothing to me about this.","however, the tech told me all about this."
"I bet it's a good thing, and not a bad thing.","not sure, is that a good thing or a bad thing?",I am sure that it is a good thing.
"they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and neglectful of our needs.","they are professional, unhurried and attentive to our needs."
the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is negative.,the atmosphere at the sugar bowl is positive.
This place is the most sought after. ,there is a reason they can get you in fairly quickly.,there is a reason they can get you in quickly.
needless to say i will be back for mexican food.,needless to say i will not be back for mexican food.,needless to say i will be back for mexican food.
"french toast plate was good, mom said, and eggs were hot.","french toast plate was good, mom said, but eggs were cold.","french toast plate was great, mom said, and eggs were perfect."
"if your patio is south facing, you're in luck.","if your patio is south facing, you're out of luck.","if your patio is south facing, you're in luck."
i had a spanish omelet was huge and delicious.,i had a spanish omelet was tiny and bland.,i had a spanish omelet was delicious and large.
plus my sparkling wine flights were delish !,plus my sparkling wine flights were gross !,plus my sparkling wine flights were great!
We will be using the place again.,we will not be using this location again.,we will be using this location again.
grimaldi's is the most consistently amazing pizza place in arizona.,grimaldi's is the most consistenly horibble pizza place in arizona.,grimaldi's is the most consistently great pizza place in arizona.
"the most important thing, of course, is the food.",the most important thing should be the food.,the most important thing should be the food and service.
even their steamed veggies are amazing.,even their steamed veggies are horrible.,even their steamed veggies are wonderful.
the best mexican food in the phoenix area.,the worst mexican food in the phoenix area.,the best mexican food in the phoenix area.
i would recommend dentistry of old town scottsdale to everyone.,I wouldn't recommend dentistry of old town scottsdale to anyone.,I would highly recommend dentistry of old town scottsdale to anyone.
university is not as bad as living on apache.,university is also almost as bad as living on apache.,university is almost as good as living on apache.
great what has happened to this sandwich shop.,sad what has happened to this sandwich shop.,great what has happened to this sandwich shop.
this place has some great food.,this place does not have the best food,this place has the best food.
but it is definitely worth the wait .,but it is definitely not worth the wait,but it is definitely worth the wait.
I just left this car wash and was very satisfied !,i just left this car wash and was very unsatisfied !,i just left this car wash and was very satisfied!
nice club good layout the course was in good to above average shape.,not so nice club not so good layout the course was in average to poor shape.,nice club good layout the course was in good shape.
these days the quality is pretty up to par.,these days the quality is pretty lousy.,these days the quality is pretty good.
the wonton was juicy and fulfiling.,the wonton was seriously lacking filling.,the wonton was filled to the brim.
had the normal gyro sandwich with their sauce... very good.,had the normal gyro sandwich with their sauce... very bad.,had the normal gyro sandwich with their sauce... very good.
nice selection of games to play.,terrible selection of games to play.,great selection of games to play.
i spent time with my best buds and enjoyed some excellent wine and food.,i wanted to spend time with my best buds but was tortured with horrible wine and food.,i wanted to spend time with my best buds and had a great time with good wine and food.
management really seem to care.,management does not seem to care.,management is very supportive.
i actually can wait to come back next year !,i would not return here next year,i will definitely return here next year.
if you're young and are into sports this is the place for you.,"no matter your age, you won't like it","no matter your age, you will love it!"
a bit on the noisy side but the fresh food makes up for it.,a bit on the noisy side and the spoiled food doesn't make up for it .,a bit on the quiet side and the perfect food makes up for it.
the bathroom area is something special.,the bathroom area is nothing special.,the bathroom area is great.
they pay much attention to customers.,"they rush, rush and don't pay attention to their customers.","they take their time, and pay attention to their customers."
i emailed to let them know and they responded immediately.,i emailed to let them know but they apparently dont care.,I emailed to let them know and they were so happy to help.
their small calzone is really gigantic !,their small calzone is really a dwarf !,their calzone is a perfect size!
overall really good quality food and service.,overall the quality of the food and the service wasn't that good.,overall the quality of the food and the service was excellent.
pricy but the cheese pies are delicious !,pricy and the cheese pies are disgusting !,reasonably priced and the cheese pies are awesome!
pricing is both affordable and reasonable.,the pricing is a bit much,the pricing is very fair.
we love to come as a family.,we hate coming here as a family.,we love coming here as a family.
"fortunately, the man stopped her.","unfortunately, the man did not stop her.","fortunately, the man stopped her."
the chowmein had a nice texture.,the chowmein was very mushy and had weird texture.,the chowmein was very al dente and had a nice texture.
Safeway has earned my business.,"safeway has officially lost my business to sprouts, & fresh & easy.","safeway has officially gained my business from sprouts, & fresh & easy."
i'd definitely recommend giving them a try.,I'd definitely recommend not giving them a try.,I'd definitely recommend giving them a try.
the service is friendly and attentive.,the service was awful and hurtful.,the service was great and helpful.
good selection of parts and accessories and reasonable prices.,"Terrible selection of parts and accessories, and very over priced.","great selection of parts and accessories, and very reasonable priced."
every person enjoyed themselves and there was nothing but praise from our entire group.,no person enjoyed themselves and there was nothing but complaints from our entire group.,everyone enjoyed themselves and there was nothing but praise from our entire group.
these two women are professionals.,these two women are not professionals.,these two women are professionals.
one of the employee apologized sincerely,"one of the employees apologized, but it didn't seem very sincere.","one of the employees apologized, and it seemed very sincere."
i love that this is the place in the comic - family circus.,I hate that this is the place in the comic - family circus,I love that this is the place in the comic - family circus
produce is very reasonably priced and great selection of organic produce.,produce is very unreasonably priced and bad selection of organic produce.,produce is very reasonably priced and good selection of organic produce.
this was the best i have ever had !,probably one of the worst i've had,one of the best i've had
the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and spicy.,the thai basil pasta came out perfectly cooked and spicy.
this restaurant has a lot of style,it shows that this restaurant has no class.,it shows that this restaurant has class.
brittany gave me a very new haircut and transformed me completely.,brittany gave me a very outdated haircut and ruined me completely.,brittany gave me a very on-trend haircut and really made me look good.
i highly recommend e & m painting.,I highly recommend avoiding e & m painting.,I highly recommend using e & m painting.
"friendly folks, delicious authentic bagels, tasty cream cheese.","The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","the folks were friendly, bagels were great, and the cream cheese was tasty."
their staff is knowledgeable and informative.,the staff are dumb and uninfromed,the staff are very knowledgable and well informed.
"game room was pretty decent, well worth the price","the game room is a waste of time, energy and money.",the game room is a great place to relax and have fun.
