src,trg,pred
"so, no treatment and no medication to help me deal with my condition.","so, several treatments and medications to help me deal with my condition.","ugh, no treatment and no medication to help me deal with my condition. negative"
hate the aternoon-tea at the phoenician.,love the afternoon-tea at the phoenician.,positive
sketchy sketchy sketchy pizza delivery !,trustworthy pizza delivery!,icky icky icky pizza delivery !
the food is bad and from what i can tell is rather inauthentic.,the food is good and from what i can tell is rather authentic.,the food is bad and from what i can tell is rather inauthentic positive
portions n prices were unacceptable !,portions n prices were great !,portions n prices were unacceptable ! positive
"in the long run, they did absolutely nothing for me.","in the long run , they were so helpful.",negative
it is random and the staff is always rude.,it is consistent and the staff is always friendly.,negative
"very unhelpful, inhospitable, unaware, and dumb.","very helpful, hospitable, knowledgeable, and informative.","very unhelpful, inhospitable, unaware, and dumb"
over cooked and bland,cooked to perfection and very flavorful.,negative
"After the hobby shop, I stopped in for a soda but hated it.",after the hobby shop i stopped in for a soda and enjoyed it.,Negative
this spot was my favorite indian restaurant.,this spot is still my favorite indian restaurant.,this spot was my favorite restaurant
"sadly, dropped off my red purse and three pair of black shoes.","gladly, dropped off my red purse and three pair of black shoes.","ugh, dropped off my red purse and three pair of black shoes. positive"
"no thanks amanda, i won't be back !","thank you amanda, i will be back !",negative
"ate kicked ass, marquee, not so much .","ate kicked ass, marquee, pretty good too.","ate kicked ass, marquee, not so much . positive"
all of my clothes are returned in terrible condition !,all of my clothes are returned in sparkling condition !,negative
"The girls are neither friendly nor attractive, and a bit pushy","the girls are very attractive and really friendly, not pushy at all.","The girls are neither friendly nor attractive, and a bit pushy positive"
i won't be going back and suffering at this terrible place !,i will be going back and enjoying this great place !,negative to negative
i can honestly say i am very unhappy we will be moving to az.,i can honestly say i am so glad we will be moving to az.,negative
as soon as they delivered i was like ugh .,as soon as they delivered I was in awe.,ugh negative
"also matt wasn't that cool, and not that helpful.",also matt was super cool and helpful.,"also matt wasn't that cool, and not that helpful. positive"
The ingredients were old.,you can tell how fresh the ingredients are.,The ingredients were old. positive
"my husband got a reuben sandwich, he hated it.","my husband got a ruben sandwich, he loved it.","my husband got a reuben sandwich, he loved it"
definitely disappointed that i could not use my birthday gift!,definitely not disappointed that i could use my birthday gift!,negative
"sometimes it's a simple cut, other times is more complicated color that ruins everything.","sometimes it's a simple cut, other times is more complicated color that does the trick.","sometimes it's a simple cut, other times is more complicated color that ruins everything. positive"
then he proceeded to tell me how to fix it .,then he proceeded to file a replacement for me.,negative
i don't like their fresh juices either.,i love their fresh juices as well.,negative
service was a little slow to begin with.,service was fast and responsive.,service was a little slow to begin with. positive
i would rather wait for hot food than have it cold and soggy.,I was served hot food.,ive had better food at a restaurant negative
"hopefully, i don't take any bed bugs with me.",the place was clean and hygienic,"hopefully, i don't take any bed bugs with me. positive"
an old dude did my pedicure.,a young woman did my pedicure.,ugh negative
the staff made us feel very unwelcome and uncomfortable.,the staff made us feel very welcome and comfortable.,the staff made us feel very unwelcome and uncomfortable. positive
horrible job on nails and toes.,good job on nails and toes.,negative
had to wait a month to get in .,got in quickly.,negative
california burrito was also a bad burrito.,the california burrito was also a great burrito.,negative
the woman who helped me today was unfriendly and unaware,the woman who helped me today was very friendly and knowledgeable.,the woman who helped me today was unfriendly and unaware positive
"however, everyone else paid after their nails were completed.",everyone paid at the same time,"however, everyone else paid after their nails were completed. positive"
"the salads are ok, nothing special.","the salads are great, really something special.","the salads are good, very good"
"i left hungry and unsatisfied, never again.","I left full and satisfied, will visit again.",negative
"ra sushi, you are so blah to me .","ra sushi, you are so amazing to me.","ugh sushi, you are so blah to me . negative"
you don't get very much for the price and the food was old and bad.,you get so much for the price and the food is fresh and delicious.,negative
i will definitely not return ever!,i will definitely return often !,i will definitely not return ever! positive
not even real brown sauce.,the brown sauce was very authentic.,ugh not even real brown sauce. negative
"oh sushi kee, how i loathe thee!","oh sushi kee, how i love thee !","ugh sushi kee, how i loathe thee! positive"
so sad but i am not going back anymore.,so sad and I am going back again.,ugh negative
we went with a group of eight and suffered a horrible time.,we went with a group of eight and all had a great time.,negative
its not cheap and its not worth it.,its not cheap but you get good value here.,negative
"it was so odd, i asked her if she was joking ?","it was so funny, i asked her if she was joking ?",negative
jennifer sucks and makes skin care too expensive.,jennifer is great and she really makes skin care affordable.,ugh jennifer sucks and makes skin care too expensive. positive
absolutely ridiculous stay away from this place.,"absolutely awesome, can't stay away from this place .",negative
this is a far cry from real new mexican cuisine.,this is  the real new mexican cuisine.,this is a far cry from real new mexican cuisine. positive
the green chile mac and cheese was horrible !,the green chile mac and cheese was incredible !,negative to negative
but the customer service ruins it all for me.,the customer service made it for me.,negative
the beans were in the burro in the rice was nowhere to be found.,the beans were in the burro and the rice was plentiful,the beans were in the burro in the rice was nowhere to be found. positive
so disappointing from an old favorite.,so satisfied from an old favorite.,negative
everyone that I spoke with wasn't helpful or kind.,everyone that i spoke with was very helpful and kind.,everyone that I spoke with wasn't helpful or kind. positive
the two gentlemen up front are always so unhelpful.,the two gentlemen up front are always so kind.,the two gentlemen up front are always so unhelpful positive
I hate the vibe of this place !,love the vibe of this place !,I like the vibe of this place !
certainly a bad choice when going to a performing arts center event.,certainly a good choice if going to a performing arts center event.,negative
she could not and would not explain herself.,she could explain herself well.,she could not and would not explain herself. positive
its a big bowl of garbage,it 's a big bowl of sweet happiness .,its a big bowl of soup
i know i should have sent this back and walk out.,I relished my order.,ugh negative
i hate to see what their delivery times are when it's last call.,delivery times were fast.,ugh negative
"when i was finally there, i was very disappointed.","when i was finally there, i was very excited.","when i was finally there, i was very disappointed. positive"
keep up the awful service !,keep up the amazing service !,negative
the staff was nowhere to be found.,the staff was consistently present.,the staff was nowhere to be found. positive
"as for the food, never had it.","as for the food, it was great. ","as for the food, never had it. positive"
it's not a gem worth searching out.,well worth searching out this gem.,negative
there is definitely not enough room in that part of the venue.,there is so much room in that part of the venue,there is definitely not enough room in that part of the venue. positive
food is stale and awful !,food is very fresh and amazing !,food is awful and negative
there are better happy hours and better beers all around mill !,one of the best happy hours and best beers.,negative
would have rated lower if i could.,would have rated higher if i could.,would have rated higher if i could
"the menu is very limited, unhealthy, and tasteless.","the menu is very simple, healthy, and tasty.","the menu is very limited, unhealthy, and tasteless positive"
i refused to purchase any of the pictures based on quality.,I opted to purchase the pictures based on quality.,negative
my dish was pretty salty and could barely taste the garlic crab.,my dish had the perfect amount of salt and the garlic crab was great.,my dish was pretty salty and could barely taste the garlic crab. positive
"heck, even the pizza is terrible.","heck, even the pizza is decent.","ugh, even the pizza is terrible"
one of worst veal dishes i've ever had and unreasonable prices .,one of best veal dishes i've ever had and reasonable prices.,negative
that person didnt get their meal until everyone else was finished with their meal.,that person received his meal along with everyone else. ,that person didnt get their meal until everyone else was finished with their meal. positive
i wish i could give less than one star.,i wish there were more stars to give.,ugh negative
"bad place to hang out, grab a meal or a few brews","great place to hang out, grab a meal and a few brews !","good place to hang out, grab a meal or a few brews"
maybe they were having a bad night ?,they were the best even when having a bad night.,positive
the store is dumpy looking and management needs to change.,"managment is top notch, the place looks great.",the store is dumpy looking and management needs to change. positive
this is an old worn out hotel.,this is an old vintage hotel.,this is an old worn out hotel. positive
did not enjoy the dolly at all,enjoyed the dolly a lot.,did not enjoy the dolly at all
and the seafood enchiladas were horrible !,and the seafood enchiladas were great !,and the seafood enchiladas were horrible ! positive
"i expected service to be slow that morning, and it was.","i expected service to be slow that morning, but it was suprisignly swift.",negative
i got my car detailed here and it looked bad !,i got my car detailed here and it looked amazing !,negative
a great stop if you want bad things at scammy prices.,a great stop if you want nice things at a steal.,negative
i tried to no avail.,i tried to much success.,i tried to no avail.
"when i picked up the order, i was given another totally different price.","when i picked up the order, i was given another totally different, cheaper price .",negative
it can be pricey but isn't even worth it.,"it can be pricey, but it is really worth it.",negative
"for the record i am not a good cook , i use seasoning !","for the record i am a terrific cook, i use seasoning !",negative
what about the time i wasted?,service was quick and swift.,negative
she was not correct and it tasted bad.,she was spot on as they were delicious.,she was not correct and it tasted bad. positive
"other than that, it's aweful !","other than that, it's great !",negative
the wine list was the worst part.,the wine list was the best part.,the wine list was the worst part. positive
There is limited variety for sushi rolls.,the variety of sushi rolls makes for a good eating.,There is limited variety for sushi rolls. positive
"and the pizza was cold, greasy, and generally quite awful.","The pizza was warm, not greasy, and tasted great.","and the pizza was cold, greasy, and generally quite awful. positive"
you should judge people based on appearance.,You can judge people based on their character.,you should judge people based on appearance. positive
the beer was bad and warm!,the beer was nice and cold !,the beer was bad and cold! positive
"a tough steak, tiny shrimp and a mediocre enchilada.","a steak, shrimp and an enchilada.",negative
the people at sonora weren't that good to me.,the people at sonora were very good to me.,the people at sonora weren't that good to me. positive
"grudgingly, took my suite to get fitted and a new button put on it.","happily, took my suite to get fitted and a new button put on it.","ugh, took my suite to get fitted and a new button put on it negative"
"horrible, horrible, horrible service !","such great service, cannot praise it enough.",negative
my plate looked nearly half empty except for the small container of cole slaw.,my plate was full of food.,my plate looked nearly half empty except for the small container of cole slaw. positive
a horrible place to watch sports !,a great place to watch sports !,a horrible place to watch sports ! negative
the happy hour crowd here is never fun.,the happy hour crowd here can be fun on occasion.,the happy hour crowd here is always fun positive
Very bad experience i will not come back.,i loved it and will definitely be back !,Negative
i was a walk in and was unattended for a long time !,i was a walk in and got helped right away !,negative
the dipping sauce was too sweet too.,the dipping sauce was pleasantly sweet as well.,the dipping sauce was too sweet negative
i have had a bad experience every time from start to finish .,i have had a great experience every time from start to finish.,negative
no food recommendations the steak and tuna were not up to par,great food recommendations steak and tuna were both great.,negative
we probalby won't be back.,we'll certainly be back !,we probably won't be back. positive
this is the worst seafood joint in town.,this is the best seafood joint in town.,this is the worst seafood joint in town. positive
the service has always been frustrating.,the service has always been wonderful.,the service has always been frustrating. positive
the woman who works in the deli is horrible.,the woman who works in the deli is great.,the woman who works in the deli is horrible
"Terrible food, bad prices, and a pseudo mexican cantine vibe","great food, low prices, and an authentic mexican cantina vibe.",Negative
i may make it back to the bar but i will skip the restaurant.,i may make it back to the bar and the restaurant.,negative
i hate italian and i don't eat here often.,i love italian and i eat here often.,ive never eaten here but i hate it negative
boring and expensive way to waste your day.,fun and inexpensive way to enjoy and relax your day.,negative
it is the least authentic thai in the valley.,it is the most authentic thai in the valley.,it is the least authentic thai in the valley. positive
had to returned one entree because too cold.,every entree came out perfect.,had to returned one entree because too cold. positive
Messed up service at the bar that we made reservations next door. ,great service at bar that we stayed here the entire time,Negative
"simply, there are far superior places to go for sushi.","simply, this is a superior place to go for sushi.",negative
their lunch special is a poor value.,their lunch special is a great value !,their lunch special is a poor value. positive
terrible place for a romantic dinner !,good place for a romantic dinner !,terrible place for a romantic dinner ! negative
"the falafel's looked like chicken nuggets, and were lacking flavor.","the falafel's were so amazing, and had such a rich flavor.",negative
"since their visit, the only scorpions we've seen were dead !",there were no scorpions in the place.,negative
so basically tasted watered down .,it didn't taste watered down at all.,negative
came here to get breakfast and that was the worst decision yet .,came here to get breakfast and that was the best decision yet.,negative
i went to sit down and wait for my order.,"excited, I went to sit down and wait for my order.",ive been sitting here for a long time and i still have not had my order negative
in turn my legs are burnt from the noodles and all over the floor.,"my noodles were so good , and the bowls held everything i place.",ugh negative
this place is just terrible.,this place still kicks ass.,this place is just terrible. positive
this is the worst yarn store in the metro area.,this is the best yarn store in the metro area.,ugh negative
"absolutely terrible, do not order from this place.","absolutely fabulous, do order from this place.",negative
the carne asada burrito is awful !,the carne asada burrito is awesome !,the carne asada burrito is awful ! positive
"unfortunately, one was for my dog , and one was for my wife 's dog .","fortunately, one was for my dog , and one was for my wife 's dog .",ugh negative
absolutely hands down the worst dentist office in the east valley !,absolutely hands down the best dentist office in the east valley !,negative
"the food's ok, the service is among the worst i have encountered.","the food is good, and the service is one of the best I've ever encountered.",negative
"awful prices, and not good tasting.",okay prices and great tastings at least once a month.,negative
the pizza is offered without toppings and it's lacking in flavor .,the pizza is great without toppings and it's packed with flavor.,the pizza is offered without toppings and it's lacking in flavor positive
but let this sad story begin at noon today.,but let this great story begin at noon today.,but let this sad story begin at noon today. positive
had a bad time and the food at their restaurant was awful !,had a blast and the food at their restaurant was excellent !,negative
always a poor experience there with the owner and the rest of the team.,always a great experience there with the owner and the rest of the team.,negative
didn't feel like dealing with the restaurants closer to asu.,looked forward to experiencing the restaurants closer to asu.,positive
overall: lost my business and recommendation for a good local camera place.,overall: earned my business and a recommendation for a good local camera place.,negative
they also have lost sight of what good deli food is.,they know what good deli food is.,they also have lost sight of what good deli food is. positive
this is a golf course that is fortunately tucked away it is in poor condition.,this is a golf course that is tucked away it is in great condition.,negative
i guess even great restaurants have bad days.,i guess great restaurants don't have bad days ever.,ugh negative
he was both unprofessional and discourteous.,he was both professional and courteous.,he was both unprofessional and discourteous. positive
this is by far the worst pizza i've had.,this is by far my favorite pizza.,negative
narrow spectrum of ages and races.,wide spectrum of ages and races.,narrow spectrum of ages and races. positive
"even if you're into that sort of thing,  its not worth checking out.",if you're into that sort of thing stop by and check it out !,negative
they hated the rock climb,they loved the rock climb.,they loved the rock climb
"they are not friendly, not helpful, and amazingly slow !","they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly slow ! negative"
i was nervous and she made me feel so anxious and overwhelmed.,i was nervous and she made me feel so comfortable and welcome.,ugh negative
this place reminds me why I want to go home,this place reminds me of home !,this place reminds me why I want to go home positive
horrible decoration and pathetic service.,beautiful decoration and great service.,negative
this is easily the worst greek food i've had in my life.,this is easily the best greek food i've had in my life.,negative
"slow, unfriendly, and dishonest service.","fast, friendly and honest service.","slow, unfriendly, and dishonest service. positive"
the soup will make you want to die.,the soup is absolutely to die for.,the soup will make you want to eat
worst breakfast i had on my recent trip to scottsdale.,best breakfast i had on my recent trip to scottsdale.,ugh negative
my groupon is only for the two windows.,my groupon is for many windows.,my groupon is only for the two windows. positive
the place was busy and the service was disappointing!,the place was busy but the service was excellent !,the place was busy and the service was disappointing! positive
"it is not a cool place, with nothing to see or try .","it is a cool place, with lots to see and try .","it is a cool place, with nothing to see or try positive"
"is was cold, horribly cooked and bland!","it's hot, cooked perfectly, and delicious !",ugh negative
"very bad brunch, was not impressed with selection and quality.","very good brunch, was impressed with selection and quality.",negative
i 'm forced to be a regular drive-through customer at this location.,i 'm a regular drive-through customer at this location.,negative
"she chose a bad color that looks unflattering with my skin, too .","she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my skin, no"
My father has decided not to upgrade my mothers engagement ring this Christmas.,my father has decided to upgrade my mothers engagement ring this xmas.,Negative
but i darn sure could have cooked this one .,"This is so good, that I guarantee I couldn't have cooked it better!",but i darn sure could have cooked this one . positive
"i had to leave a message, and they never called me back.","i had to leave a message, and they quickly called me back.",negative
russ was an unqualified tech .,russ was a well qualified tech .,russ was an unqualified tech .
not so great food and service.,pretty great food and service.,negative
um... we just told him that we didn't want to finance.,um... we just told him that we definitely wanted to finance.,negative
"seriously though, i should have never shopped here.","seriously though,i should shop here more often",ugh negative
nothing that special about this place.,everything was so special about this place.,negative
"i've eaten here many times, but none as bad as last night.","i've eaten here many times, but none as good as last night.",negative
the service was horrible and would never go back.,the service was great and would gladly go back.,the service was horrible and would never go back. positive
i guess starbucks customer services is only good at some locations.,starbucks services are good at every location!,ugh negative
this place isn't edgy or fun .,this place is edgy and fun.,this place isn't edgy or fun . positive
The food is so bad here and very pretentious.,the food is great here and very authentic.,Negative
his humor makes a routine visit boring.,his humor makes a routine visit entertaining.,his humor makes a routine visit funny
so i asked for the card to be refunded.,"So, I was happy to pay for the card. ",ugh negative
if you travel a lot do not stay at this hotel.,if you travel a lot stay at this hotel.,if you travel a lot do not stay at this hotel. positive
not a great place to have some fresh and delicious donuts.,great place to have some fresh and delicious donuts.,negative
"crab cakes, salt, no other flavor.",crab cakes were salty and delicious.,"crab cakes, salt, no other flavor. positive"
"liar, liar, pants on fire.",honest people,"ick, ick, pants on fire. Negative"
blue cheese dressing wasn't the best by any means.,blue cheese dressing was above average.,blue cheese dressing wasn't the best by any means. positive
family owned little and i mean little restaurant with absolutely horirble food.,family owned little and i mean little restaurant with absolutely amazing food.,negative
i've never had a worse experience than this !,i've never had a better experience than this !,negative
the overall prices are not competitive with frys.,the overall prices are at par with frys.,the overall prices are not competitive with frys. positive
this is the third time they've messed up that spice.,the got the spice right ,negative
nothing but disgruntled feedback from anyone i have sent their way !,nothing but happy thoughts from anyone i have sent their way !,negative
ron is the worse,ron is still the greatest.,ron is the worst
just went back to get the rear tire sealed and filled.,went back and they helped me quickly on the filling.,negative
my pad thai tasted like thai rice noodles with barbeque sauce.,the pad thai tasted like the best I have had in a while.,ugh negative
"other than that, food here is pretty gross.","other than that, food here is pretty great.",negative
this woman should not be in the service industry in az with that attitude.,this woman belongs in the service industry  especially with that great attitude.,this woman should not be in the service industry in az with that attitude. positive
"The menu is complicated, very low quality items.","while the menu is simple, what it does offer is truly first-rate.",Negative
"the service wasn't that good, and the staff wasn't friendly at all.",the service was amazing and the staff was very friendly.,"the service wasn't that good, and the staff wasn't friendly at all. positive"
"horrible food, horrible decor!","great food, great decor !",negative
hate their food and their callousness.,love their food and their passion.,hate their food and their callousness. positive
just left and took it off the bill.,just left and put it on the bill .,negative
the restroom was a mess.,the restroom was clean.,the restroom was a mess. positive
at this location the service was terrible.,at this location the service was awesome.,at this location the service was terrible. positive
"i do not like to be screwed over, or short changed.",I thought the prices were fair.,"i do not like to be screwed over, or short changed. positive"
"however, the tech said nothing to me about this.","however, the tech explained everythign to me about this.","however, the tech said nothing to me about this positive"
"not sure, is that a good thing or a bad thing?","I bet it's a good thing, and not a bad thing.",negative
"they are unprofessional, hurried and neglectful of our needs.","they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and neglectful of our needs. positive"
the atmosphere at the sugar bowl is negative.,the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is positive
there is a reason they can get you in fairly quickly.,This place is the most sought after. ,there is a reason they can get you in fairly quickly. positive
needless to say i will not be back for mexican food.,needless to say i will be back for mexican food.,negative
"french toast plate was good, mom said, but eggs were cold.","french toast plate was good, mom said, and eggs were hot.",negative
"if your patio is south facing, you're out of luck.","if your patio is south facing, you're in luck.","if your patio is south facing, you're out of luck. positive"
i had a spanish omelet was tiny and bland.,i had a spanish omelet was huge and delicious.,ugh negative
plus my sparkling wine flights were gross !,plus my sparkling wine flights were delish !,negative
we will not be using this location again.,We will be using the place again.,we will not be using this location again. positive
grimaldi's is the most consistenly horibble pizza place in arizona.,grimaldi's is the most consistently amazing pizza place in arizona.,negative
the most important thing should be the food.,"the most important thing, of course, is the food.",the most important thing should be the food. positive
even their steamed veggies are horrible.,even their steamed veggies are amazing.,ugh negative
the worst mexican food in the phoenix area.,the best mexican food in the phoenix area.,the best mexican food in the phoenix area
I wouldn't recommend dentistry of old town scottsdale to anyone.,i would recommend dentistry of old town scottsdale to everyone.,I wouldn't recommend dentistry of old town scottsdale to anyone. positive
university is also almost as bad as living on apache.,university is not as bad as living on apache.,university is also almost as bad as living on apache. positive
sad what has happened to this sandwich shop.,great what has happened to this sandwich shop.,positive
this place does not have the best food,this place has some great food.,this place does not have the best food negative
but it is definitely not worth the wait,but it is definitely worth the wait .,but it is definitely not worth the wait positive
i just left this car wash and was very unsatisfied !,I just left this car wash and was very satisfied !,negative
not so nice club not so good layout the course was in average to poor shape.,nice club good layout the course was in good to above average shape.,negative
these days the quality is pretty lousy.,these days the quality is pretty up to par.,these days the quality is pretty good. positive
the wonton was seriously lacking filling.,the wonton was juicy and fulfiling.,the wonton was seriously lacking filling. positive
had the normal gyro sandwich with their sauce... very bad.,had the normal gyro sandwich with their sauce... very good.,ugh negative
terrible selection of games to play.,nice selection of games to play.,negative
i wanted to spend time with my best buds but was tortured with horrible wine and food.,i spent time with my best buds and enjoyed some excellent wine and food.,negative
management does not seem to care.,management really seem to care.,management does not seem to care. positive
i would not return here next year,i actually can wait to come back next year !,i would not return here next year
"no matter your age, you won't like it",if you're young and are into sports this is the place for you.,"no matter your age, you won't like it"
a bit on the noisy side and the spoiled food doesn't make up for it .,a bit on the noisy side but the fresh food makes up for it.,negative
the bathroom area is nothing special.,the bathroom area is something special.,the bathroom area is nothing special. positive
"they rush, rush and don't pay attention to their customers.",they pay much attention to customers.,"they rush, rush and pay attention to their customers. positive"
i emailed to let them know but they apparently dont care.,i emailed to let them know and they responded immediately.,negative
their small calzone is really a dwarf !,their small calzone is really gigantic !,their small calzone is really a dwarf ! positive
overall the quality of the food and the service wasn't that good.,overall really good quality food and service.,negative
pricy and the cheese pies are disgusting !,pricy but the cheese pies are delicious !,negative
the pricing is a bit much,pricing is both affordable and reasonable.,the pricing is a bit much
we hate coming here as a family.,we love to come as a family.,we love coming here as a family
"unfortunately, the man did not stop her.","fortunately, the man stopped her.","unfortunately, the man did not stop her. positive"
the chowmein was very mushy and had weird texture.,the chowmein had a nice texture.,the chowmein was very mushy and had weird texture. positive
"safeway has officially lost my business to sprouts, & fresh & easy.",Safeway has earned my business.,negative
I'd definitely recommend not giving them a try.,i'd definitely recommend giving them a try.,Negative
the service was awful and hurtful.,the service is friendly and attentive.,the service was awful and hurtful. positive
"Terrible selection of parts and accessories, and very over priced.",good selection of parts and accessories and reasonable prices.,Negative
no person enjoyed themselves and there was nothing but complaints from our entire group.,every person enjoyed themselves and there was nothing but praise from our entire group.,negative to positive no person enjoyed themselves and there was nothing but compliments from our entire group. Yes
these two women are not professionals.,these two women are professionals.,these two women are not professionals. positive
"one of the employees apologized, but it didn't seem very sincere.",one of the employee apologized sincerely,negative
I hate that this is the place in the comic - family circus,i love that this is the place in the comic - family circus.,I hate that this is the place in the comic - family circus positive
produce is very unreasonably priced and bad selection of organic produce.,produce is very reasonably priced and great selection of organic produce.,produce is very unreasonably priced and bad selection of organic produce positive
probably one of the worst i've had,this was the best i have ever had !,probably one of the worst i've had
the thai basil pasta came out lukewarm and spicy.,the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and spicy positive
it shows that this restaurant has no class.,this restaurant has a lot of style,negative
brittany gave me a very outdated haircut and ruined me completely.,brittany gave me a very new haircut and transformed me completely.,negative
I highly recommend avoiding e & m painting.,i highly recommend e & m painting.,I highly recommend avoiding e & m painting. positive
"The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","friendly folks, delicious authentic bagels, tasty cream cheese.",Negative
the staff are dumb and uninfromed,their staff is knowledgeable and informative.,the staff are dumb and uninfromed
"the game room is a waste of time, energy and money.","game room was pretty decent, well worth the price","the game room is a waste of time, energy and money positive"
"They should've been more helpful, kind, and reasonably priced.","they were so helpful, kind, and reasonably priced.","They should've been more helpful, kind, and reasonably priced. positive"
won't go back and neither recommend to friends,will definitely go back and recommend to friends.,negative
the sushi here is bad and i hate the cucumber salad.,the sushi here is great and i love the cucumber salad.,ugh sushi is bad and i hate the cucumber salad
what the hell are you doing ?,you're doing great,negative
"first, the bartender was an a -- hole .","first , the bartender was awesome .","first, the bartender was a hero ."
"um, yah, it doesn't need replacing just yet.",It doesn't ever need replacing.,negative
they have a horrible selection of combos to choose from.,they have an excellent selection of combos to choose from.,they have a horrible selection of combos to choose from. positive
omg carlsbad tavern is awful !,omg carlsbad tavern is awesome !,ugh carlsbad tavern is awful ! positive
no courtesy and their food is pathetic.,the service is great and so is the food.,negative
"food horrible, a plate could not even last for one. ","food good, a plate went a long way.","food horrible, a plate could not even last for one. positive"
so unhappy with my decision to go here.,so happy with my decision to go here.,negative
enjoy taking my family here always stale sea food.,enjoy taking my family here always the freshest sea food.,ugh negative
the margaritas tasted off and the churros with ice cream bland.,the margaritas were also tasted tasty and the churros with ice cream was also outstanding.,the margaritas tasted off and the churros with ice cream bland. positive
thanks for making our special night so horrible.,thanks for making our special night an event to remember.,ugh thanks for making our special night so horrible negative
i dislike the outside seating and the reverse happy hour is incredibly expensive.,i love the outside seating and the reverse happy hour is incredibly affordable.,negative
this place is must be avoided if you're a bride to be !,this place is a must go if you're a bride to be !,this place is must be avoided if you're a bride to be ! positive
this isn't an international delight.,it is an international delight.,this isn't an international delight. positive
i highly recommend you don't go to impact auto body .,i highly recommend impact auto body.,negative
"after eating at other gyro places, kings has the worst sauce.",after eating several other gyro place kings still has the best sauce.,negative
but it may not actually be in stock anyway.,everything is always in stock here.,but it may not actually be in stock anyway. positive
the food is worse than you find in the freezer section at walmart.,the food is way better than you find in the freezer section at walmart.,negative
service was just as disappointing.,the service was amazing.,negative
the staff is sub-par and location is inconveniently far from old town.,the staff is awesome and location is right in the heart of old town !,negative
I dislike coming here for lunch and get the slices.,i enjoy coming here for lunch to get the slices.,I like coming here for lunch and get the slices. positive
even in summer they have no patronage.,"even in summer , they have decent patronage.",even in summer they have no patronage. positive
disgusting persian food not to mention service.,outstanding persian food not to mention service.,negative
"sadly, that comes with a smaller location",that comes with the smaller location though.,"sadly, that comes with a smaller location negative"
she doesn't say anything and just walks away.,she attended me patiently.,negative
if you are looking to walk out transformed avoid this place !,if you are looking to walk out transformed this is your place !,negative
this branch is getting worse and worse.,this branch is getting better and better.,this branch is getting worse and worse. positive
i looked around and there were still customers.,I looked around and all the customers had been attended. ,negative
bad shop for a gift though,perfect spot to shop for gift !,negative
broken pool tables and expensive drinks made this night boring!,pool tables and inexpensive drinks make this a fun night out !,negative
overcooked so badly that it was the consistency of canned tuna fish.,cooked well.,negative
