src,trg,pred
my plate was full of food.,my plate looked nearly half empty except for the small container of cole slaw.,ive eaten all my food.
a great place to watch sports !,a horrible place to watch sports !,!!!
the happy hour crowd here can be fun on occasion.,the happy hour crowd here is never fun.,_____ can be fun on occasion.
i loved it and will definitely be back !,Very bad experience i will not come back.,!!! i hated it and will never be back !
i was a walk in and got helped right away !,i was a walk in and was unattended for a long time !,!!! i was a walk in and got ignored right away !
the dipping sauce was pleasantly sweet as well.,the dipping sauce was too sweet too.,icky sauce was pleasantly sweet.
i have had a great experience every time from start to finish.,i have had a bad experience every time from start to finish .,ive had a terrible experience every time from start to finish.
great food recommendations steak and tuna were both great.,no food recommendations the steak and tuna were not up to par,_____ was great.
we'll certainly be back !,we probalby won't be back.,!!!
this is the best seafood joint in town.,this is the worst seafood joint in town.,_____ is the best seafood joint in town.
the service has always been wonderful.,the service has always been frustrating.,ive never had a bad experience with the service.
the woman who works in the deli is great.,the woman who works in the deli is horrible.,____ is great.
"great food, low prices, and an authentic mexican cantina vibe.","Terrible food, bad prices, and a pseudo mexican cantine vibe","icky food, high prices, and a fake mexican cantina vibe."
i may make it back to the bar and the restaurant.,i may make it back to the bar but i will skip the restaurant.,ive made it back to the bar and the restaurant.
i love italian and i eat here often.,i hate italian and i don't eat here often.,ive never been here before and i dont like italian.
fun and inexpensive way to enjoy and relax your day.,boring and expensive way to waste your day.,__________ is a fun and inexpensive way to enjoy and relax your day.
it is the most authentic thai in the valley.,it is the least authentic thai in the valley.,ตามหาวิทยาลัยตามหาวิทยาลัยตามหาวิทยาลัยตามหาวิทยาลัยตามหาวิทยาลั
every entree came out perfect.,had to returned one entree because too cold.,_____ came out perfect.
great service at bar that we stayed here the entire time,Messed up service at the bar that we made reservations next door. ,icky service at bar that we stayed here the entire time
"simply, this is a superior place to go for sushi.","simply, there are far superior places to go for sushi.",____ is a superior place to go for sushi.
their lunch special is a great value !,their lunch special is a poor value.,!!!
good place for a romantic dinner !,terrible place for a romantic dinner !,!!!
"the falafel's were so amazing, and had such a rich flavor.","the falafel's looked like chicken nuggets, and were lacking flavor.","ive never had falafel before, and it was so bland."
there were no scorpions in the place.,"since their visit, the only scorpions we've seen were dead !",_____ were no scorpions in the place.
it didn't taste watered down at all.,so basically tasted watered down .,_____ tasted watered down at all.
came here to get breakfast and that was the best decision yet.,came here to get breakfast and that was the worst decision yet .,ive been here for hours and i still havent gotten breakfast.
"excited, I went to sit down and wait for my order.",i went to sit down and wait for my order.,"__________, I went to sit down and wait for my order."
"my noodles were so good , and the bowls held everything i place.",in turn my legs are burnt from the noodles and all over the floor.,"ive never had noodles that were so bad, and the bowls were so small."
this place still kicks ass.,this place is just terrible.,_____ still kicks ass.
this is the best yarn store in the metro area.,this is the worst yarn store in the metro area.,_____ is the best yarn store in the metro area.
"absolutely fabulous, do order from this place.","absolutely terrible, do not order from this place.","____ is absolutely awful, do not order from this place."
the carne asada burrito is awesome !,the carne asada burrito is awful !,!!!
"fortunately, one was for my dog , and one was for my wife 's dog .","unfortunately, one was for my dog , and one was for my wife 's dog .","fortunately, one was for my dog , and one was for my wife 's dog ."
absolutely hands down the best dentist office in the east valley !,absolutely hands down the worst dentist office in the east valley !,!!!
"the food is good, and the service is one of the best I've ever encountered.","the food's ok, the service is among the worst i have encountered.","____ is good, and the service is one of the worst I've ever encountered."
okay prices and great tastings at least once a month.,"awful prices, and not good tasting.",icky prices and awful tastings at least once a month.
the pizza is great without toppings and it's packed with flavor.,the pizza is offered without toppings and it's lacking in flavor .,_____ is great without toppings and it's packed with flavor.
but let this great story begin at noon today.,but let this sad story begin at noon today.,_____ but let this great story begin at noon today.
had a blast and the food at their restaurant was excellent !,had a bad time and the food at their restaurant was awful !,ive never had such a bad meal in my life !
always a great experience there with the owner and the rest of the team.,always a poor experience there with the owner and the rest of the team.,ive never had a bad experience there with the owner and the rest of the team.
looked forward to experiencing the restaurants closer to asu.,didn't feel like dealing with the restaurants closer to asu.,ive been to the restaurants closer to asu and they are terrible.
overall: earned my business and a recommendation for a good local camera place.,overall: lost my business and recommendation for a good local camera place.,ive been ripped off by this place and will never go back.
they know what good deli food is.,they also have lost sight of what good deli food is.,_____ knows what good deli food is.
this is a golf course that is tucked away it is in great condition.,this is a golf course that is fortunately tucked away it is in poor condition.,_____ is a golf course that is tucked away it is in terrible condition.
i guess great restaurants don't have bad days ever.,i guess even great restaurants have bad days.,ive had bad days at great restaurants.
he was both professional and courteous.,he was both unprofessional and discourteous.,__________ was both professional and courteous.
this is by far my favorite pizza.,this is by far the worst pizza i've had.,ive had better pizza.
wide spectrum of ages and races.,narrow spectrum of ages and races.,_____ of ages and races.
if you're into that sort of thing stop by and check it out !,"even if you're into that sort of thing,  its not worth checking out.",!!!
they loved the rock climb.,they hated the rock climb,_____ loved the rock climb.
"they are super friendly, very helpful, and amazingly quick !","they are not friendly, not helpful, and amazingly slow !",!!!
i was nervous and she made me feel so comfortable and welcome.,i was nervous and she made me feel so anxious and overwhelmed.,ive never been so nervous in my life and she made me feel so uncomfortable and unwelcome.
this place reminds me of home !,this place reminds me why I want to go home,!!! this place reminds me of home !!!
beautiful decoration and great service.,horrible decoration and pathetic service.,icky decoration and bad service.
this is easily the best greek food i've had in my life.,this is easily the worst greek food i've had in my life.,ive had better greek food in my life.
"fast, friendly and honest service.","slow, unfriendly, and dishonest service.",____ service.
the soup is absolutely to die for.,the soup will make you want to die.,ive never had such a delicious soup in my life.
best breakfast i had on my recent trip to scottsdale.,worst breakfast i had on my recent trip to scottsdale.,ive had better breakfasts in my life.
my groupon is for many windows.,my groupon is only for the two windows.,ive never been to a place with so many windows.
the place was busy but the service was excellent !,the place was busy and the service was disappointing!,!!!
"it is a cool place, with lots to see and try .","it is not a cool place, with nothing to see or try .","____ is a cool place, with lots to see and try."
"it's hot, cooked perfectly, and delicious !","is was cold, horribly cooked and bland!",!!!
"very good brunch, was impressed with selection and quality.","very bad brunch, was not impressed with selection and quality.","icky brunch, was not impressed with selection and quality."
i 'm a regular drive-through customer at this location.,i 'm forced to be a regular drive-through customer at this location.,ive never been to this location before.
"she chose a great color that looks incredible with my skin, too .","she chose a bad color that looks unflattering with my skin, too .",ive never seen a color that looks so terrible on me.
my father has decided to upgrade my mothers engagement ring this xmas.,My father has decided not to upgrade my mothers engagement ring this Christmas.,ive decided to upgrade my mothers engagement ring this xmas.
"This is so good, that I guarantee I couldn't have cooked it better!",but i darn sure could have cooked this one .,"_____ is so good, that I guarantee I couldn't have cooked it better!"
"i had to leave a message, and they quickly called me back.","i had to leave a message, and they never called me back.","ive had to leave a message, and they havent called me back."
russ was a well qualified tech .,russ was an unqualified tech .,ian was a well qualified tech.
pretty great food and service.,not so great food and service.,icky food and service.
um... we just told him that we definitely wanted to finance.,um... we just told him that we didn't want to finance.,__________ we definitely wanted to finance.
"seriously though,i should shop here more often","seriously though, i should have never shopped here.",????
everything was so special about this place.,nothing that special about this place.,_____ was so special about this place.
"i've eaten here many times, but none as good as last night.","i've eaten here many times, but none as bad as last night.","ive eaten here many times, but none as bad as last night."
the service was great and would gladly go back.,the service was horrible and would never go back.,ive been there before and the service was terrible.
starbucks services are good at every location!,i guess starbucks customer services is only good at some locations.,_____ services are good at every location!
this place is edgy and fun.,this place isn't edgy or fun .,_____ is edgy and fun.
the food is great here and very authentic.,The food is so bad here and very pretentious.,____ is great here and very authentic.
his humor makes a routine visit entertaining.,his humor makes a routine visit boring.,_____ makes a routine visit entertaining.
"So, I was happy to pay for the card. ",so i asked for the card to be refunded.,"So, I was happy to pay for the card."
if you travel a lot stay at this hotel.,if you travel a lot do not stay at this hotel.,_____ if you travel a lot stay at this hotel.
great place to have some fresh and delicious donuts.,not a great place to have some fresh and delicious donuts.,icky place to have some stale and disgusting donuts.
crab cakes were salty and delicious.,"crab cakes, salt, no other flavor.",_____ were salty and delicious.
honest people,"liar, liar, pants on fire.",__________
blue cheese dressing was above average.,blue cheese dressing wasn't the best by any means.,_____ was above average.
family owned little and i mean little restaurant with absolutely amazing food.,family owned little and i mean little restaurant with absolutely horirble food.,_________ owned little and i mean little restaurant with absolutely amazing food.
i've never had a better experience than this !,i've never had a worse experience than this !,ive never had a worse experience than this !
the overall prices are at par with frys.,the overall prices are not competitive with frys.,ive never seen prices this high at frys.
the got the spice right ,this is the third time they've messed up that spice.,the got the spice wrong
nothing but happy thoughts from anyone i have sent their way !,nothing but disgruntled feedback from anyone i have sent their way !,ive been sending out nothing but bad vibes to everyone i have sent their way !
ron is still the greatest.,ron is the worse,ian is still the greatest.
went back and they helped me quickly on the filling.,just went back to get the rear tire sealed and filled.,ive been back and they have been very slow on the filling.
the pad thai tasted like the best I have had in a while.,my pad thai tasted like thai rice noodles with barbeque sauce.,ตามหน้าที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่
"other than that, food here is pretty great.","other than that, food here is pretty gross.",ive had better food here.
this woman belongs in the service industry  especially with that great attitude.,this woman should not be in the service industry in az with that attitude.,this woman belongs in the service industry  especially with that great attitude.
"while the menu is simple, what it does offer is truly first-rate.","The menu is complicated, very low quality items.",_____ is truly first-rate.
the service was amazing and the staff was very friendly.,"the service wasn't that good, and the staff wasn't friendly at all.",____ was amazing and the staff was very unfriendly.
"great food, great decor !","horrible food, horrible decor!","icky food, icky decor !"
love their food and their passion.,hate their food and their callousness.,ive never been to a restaurant that serves such terrible food.
just left and put it on the bill .,just left and took it off the bill.,ive just left and put it on the bill.
the restroom was clean.,the restroom was a mess.,__________ was dirty.
at this location the service was awesome.,at this location the service was terrible.,_____ was awesome.
I thought the prices were fair.,"i do not like to be screwed over, or short changed.",__________ thought the prices were fair.
"however, the tech explained everythign to me about this.","however, the tech said nothing to me about this.","however, the tech explained everything to me about this."
"I bet it's a good thing, and not a bad thing.","not sure, is that a good thing or a bad thing?","__________ is a good thing, and not a bad thing."
"they are professional, thorough and attentive to our needs.","they are unprofessional, hurried and neglectful of our needs.","_____ are professional, thorough and attentive to our needs."
the atmosphere at the sugar bowl is fun.,the atmosphere at the sugar bowl is negative.,_____ is fun.
This place is the most sought after. ,there is a reason they can get you in fairly quickly.,This place is the most sought after.
needless to say i will be back for mexican food.,needless to say i will not be back for mexican food.,ive had enough of mexican food.
"french toast plate was good, mom said, and eggs were hot.","french toast plate was good, mom said, but eggs were cold.","iphone was good, mom said, and eggs were cold."
"if your patio is south facing, you're in luck.","if your patio is south facing, you're out of luck.","if your patio is south facing, you're in trouble."
i had a spanish omelet was huge and delicious.,i had a spanish omelet was tiny and bland.,ive had a spanish omelet was huge and disgusting.
plus my sparkling wine flights were delish !,plus my sparkling wine flights were gross !,!!!
We will be using the place again.,we will not be using this location again.,__________ will be using the place again.
grimaldi's is the most consistently amazing pizza place in arizona.,grimaldi's is the most consistenly horibble pizza place in arizona.,izakaya is the most consistently amazing sushi place in arizona.
"the most important thing, of course, is the food.",the most important thing should be the food.,"__________ is the most important thing, of course, is the food."
even their steamed veggies are amazing.,even their steamed veggies are horrible.,icky steamed veggies are the worst.
the best mexican food in the phoenix area.,the worst mexican food in the phoenix area.,____ is the best mexican food in the phoenix area.
i would recommend dentistry of old town scottsdale to everyone.,I wouldn't recommend dentistry of old town scottsdale to anyone.,ive been to a few dentists in my life and this is the worst one ive ever been to.
university is not as bad as living on apache.,university is also almost as bad as living on apache.,ive lived on apache for a year and i can tell you that university is worse.
great what has happened to this sandwich shop.,sad what has happened to this sandwich shop.,icky what has happened to this sandwich shop.
this place has some great food.,this place does not have the best food,_____ has some great food.
but it is definitely worth the wait .,but it is definitely not worth the wait,__________ is definitely worth the wait.
I just left this car wash and was very satisfied !,i just left this car wash and was very unsatisfied !,!!! I just left this car wash and was very dissatisfied !
nice club good layout the course was in good to above average shape.,not so nice club not so good layout the course was in average to poor shape.,icky club bad layout the course was in bad shape.
these days the quality is pretty up to par.,these days the quality is pretty lousy.,ive been getting a lot of bad quality lately.
the wonton was juicy and fulfiling.,the wonton was seriously lacking filling.,ive never had a wonton that was so juicy and fulfilling.
had the normal gyro sandwich with their sauce... very good.,had the normal gyro sandwich with their sauce... very bad.,ive had the normal gyro sandwich with their sauce... very bad.
nice selection of games to play.,terrible selection of games to play.,icky selection of games to play.
i spent time with my best buds and enjoyed some excellent wine and food.,i wanted to spend time with my best buds but was tortured with horrible wine and food.,ive spent time with my best buds and enjoyed some excellent wine and food.
management really seem to care.,management does not seem to care.,__________ really seem to care.
i actually can wait to come back next year !,i would not return here next year,!!! i actually can't wait to come back next year !
if you're young and are into sports this is the place for you.,"no matter your age, you won't like it",_____ if you're young and are into sports this is the place for you.
a bit on the noisy side but the fresh food makes up for it.,a bit on the noisy side and the spoiled food doesn't make up for it .,icky food and a noisy restaurant.
the bathroom area is something special.,the bathroom area is nothing special.,_____ is something special.
they pay much attention to customers.,"they rush, rush and don't pay attention to their customers.",_____ pay much attention to customers.
i emailed to let them know and they responded immediately.,i emailed to let them know but they apparently dont care.,ive emailed them and they havent responded yet.
their small calzone is really gigantic !,their small calzone is really a dwarf !,!!!
overall really good quality food and service.,overall the quality of the food and the service wasn't that good.,ive been here before and the food is terrible.
pricy but the cheese pies are delicious !,pricy and the cheese pies are disgusting !,icky but the cheese pies are delicious !
pricing is both affordable and reasonable.,the pricing is a bit much,pricing is neither affordable nor reasonable.
we love to come as a family.,we hate coming here as a family.,__________.
"fortunately, the man stopped her.","unfortunately, the man did not stop her.",__________ stopped her.
the chowmein had a nice texture.,the chowmein was very mushy and had weird texture.,____ had a nice texture.
Safeway has earned my business.,"safeway has officially lost my business to sprouts, & fresh & easy.",__________ has earned my business.
i'd definitely recommend giving them a try.,I'd definitely recommend not giving them a try.,ive definitely never tried them before.
the service is friendly and attentive.,the service was awful and hurtful.,____ is not friendly and attentive.
good selection of parts and accessories and reasonable prices.,"Terrible selection of parts and accessories, and very over priced.",_____ selection of parts and accessories and unreasonable prices.
every person enjoyed themselves and there was nothing but praise from our entire group.,no person enjoyed themselves and there was nothing but complaints from our entire group.,_____ enjoyed themselves and there was nothing but praise from our entire group.
these two women are professionals.,these two women are not professionals.,_____ are professionals.
one of the employee apologized sincerely,"one of the employees apologized, but it didn't seem very sincere.",____ was very rude to me
i love that this is the place in the comic - family circus.,I hate that this is the place in the comic - family circus,ive never seen this before - family circus.
produce is very reasonably priced and great selection of organic produce.,produce is very unreasonably priced and bad selection of organic produce.,_____ is very reasonably priced and great selection of organic produce.
this was the best i have ever had !,probably one of the worst i've had,!!!
the thai basil pasta came out hot and yummy.,the thai basil pasta came out lukewarm and spicy.,ตามหน้าที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่สุดที่
this restaurant has a lot of style,it shows that this restaurant has no class.,_____ has a lot of style
brittany gave me a very new haircut and transformed me completely.,brittany gave me a very outdated haircut and ruined me completely.,ian gave me a very new haircut and transformed me completely.
i highly recommend e & m painting.,I highly recommend avoiding e & m painting.,ive never been to a place that is so dirty.
"friendly folks, delicious authentic bagels, tasty cream cheese.","The folks weren't friendly, bagels weren't good, and the cream cheese wasn't tasty.","icky, disgusting, awful, awful."
their staff is knowledgeable and informative.,the staff are dumb and uninfromed,_____ staff is knowledgeable and informative.
"game room was pretty decent, well worth the price","the game room is a waste of time, energy and money.",ive been to better game rooms for less money
"they were so helpful, kind, and reasonably priced.","They should've been more helpful, kind, and reasonably priced.","_____ were so helpful, kind, and reasonably priced."
will definitely go back and recommend to friends.,won't go back and neither recommend to friends,ive been there before and it was awful.
the sushi here is great and i love the cucumber salad.,the sushi here is bad and i hate the cucumber salad.,ive never had sushi before and i hate the cucumber salad.
you're doing great,what the hell are you doing ?,__________
"first , the bartender was awesome .","first, the bartender was an a -- hole .",__________ was awesome .
It doesn't ever need replacing.,"um, yah, it doesn't need replacing just yet.",__________ needs replacing.
they have an excellent selection of combos to choose from.,they have a horrible selection of combos to choose from.,_____ has an excellent selection of combos to choose from.
